epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,183.514,1.60723,67.915,1.80044,0.17453,0.03257,0.10161,0.07081,2.23979,26.6346,1.96832,0.000415287,0.000415287,0.000415287
2,270.301,1.64983,60.0697,1.84119,0.16029,0.11844,0.127,0.09665,2.46567,27.1986,2.09101,0.000823717,0.000823717,0.000823717
3,357.237,1.68145,53.5306,1.94045,0.21207,0.10626,0.14258,0.10992,2.3706,22.1123,2.16364,0.0012239,0.0012239,0.0012239
4,443.828,1.74685,48.5588,2.00381,0.28139,0.09048,0.18029,0.13063,2.32886,16.6343,2.12631,0.00121287,0.00121287,0.00121287
5,530.114,1.73583,42.5535,1.99355,0.19968,0.14742,0.13397,0.09632,2.48277,10.1284,2.23754,0.0012005,0.0012005,0.0012005
6,615.945,1.6309,37.569,1.94174,0.19515,0.14787,0.16928,0.12212,2.34422,5.68905,2.12258,0.00118812,0.00118812,0.00118812
7,702.29,1.63338,33.3517,1.97762,0.239,0.16379,0.16937,0.12138,2.28804,5.02609,2.13666,0.00117575,0.00117575,0.00117575
8,788.393,1.58237,29.4466,1.92282,0.20872,0.22136,0.18417,0.13116,2.25524,4.18417,2.08435,0.00116337,0.00116337,0.00116337
9,874.479,1.55132,26.6388,1.92759,0.21142,0.26234,0.20334,0.15156,2.24189,3.87683,2.09095,0.001151,0.001151,0.001151
10,960.344,1.45415,23.7028,1.83283,0.20953,0.20554,0.19445,0.15304,2.28546,3.8329,2.10597,0.00113863,0.00113863,0.00113863
11,1047.51,1.39905,19.5939,1.8106,0.33474,0.24347,0.25135,0.19195,2.27237,4.57542,2.10812,0.00112625,0.00112625,0.00112625
12,1133.1,1.46494,16.9649,1.90601,0.21725,0.17354,0.1818,0.13748,2.22419,3.75832,2.11158,0.00111388,0.00111388,0.00111388
13,1219.4,1.4299,16.5579,1.84065,0.33926,0.26148,0.29651,0.23226,2.15669,3.21486,2.03791,0.0011015,0.0011015,0.0011015
14,1305.9,1.44934,14.4288,1.80466,0.34427,0.22651,0.24724,0.19477,2.22078,4.23588,2.09544,0.00108913,0.00108913,0.00108913
15,1392.55,1.42739,12.6834,1.83849,0.34613,0.25348,0.27318,0.2123,2.24054,3.65466,2.08447,0.00107675,0.00107675,0.00107675
16,1478.33,1.42458,11.3307,1.81114,0.322,0.30051,0.26051,0.202,2.13075,4.1335,2.05423,0.00106437,0.00106437,0.00106437
17,1564.36,1.38122,10.4627,1.74822,0.34289,0.25212,0.25448,0.20413,2.20442,4.30433,2.05561,0.001052,0.001052,0.001052
18,1650.54,1.36899,9.38102,1.79724,0.39713,0.23772,0.28105,0.2146,2.23854,4.06387,2.09081,0.00103962,0.00103962,0.00103962
19,1736.86,1.38097,8.53615,1.79035,0.29715,0.26723,0.26384,0.2069,2.23092,3.90603,2.08766,0.00102725,0.00102725,0.00102725
20,1822.7,1.41729,7.7289,1.81159,0.35131,0.30144,0.27439,0.2192,2.22765,4.36573,2.05056,0.00101488,0.00101488,0.00101488
21,1908.59,1.34818,7.15528,1.78185,0.3682,0.28724,0.29813,0.23399,2.22146,3.73208,2.08512,0.0010025,0.0010025,0.0010025
22,1995.81,1.29843,6.4017,1.74531,0.35011,0.22441,0.2585,0.20469,2.19616,3.97235,2.0643,0.000990125,0.000990125,0.000990125
23,2082.87,1.32111,6.20916,1.74621,0.3367,0.25097,0.26897,0.21591,2.13273,3.52921,2.03064,0.00097775,0.00097775,0.00097775
24,2168.97,1.32041,5.70085,1.75412,0.40173,0.28602,0.31479,0.24358,2.26278,3.65171,2.09306,0.000965375,0.000965375,0.000965375
25,2256,1.2988,5.26559,1.78013,0.34232,0.33094,0.2951,0.23375,2.19635,4.17414,2.07439,0.000953,0.000953,0.000953
26,2342.75,1.25365,4.9985,1.74838,0.32391,0.35617,0.29379,0.22879,2.10691,3.93896,2.03567,0.000940625,0.000940625,0.000940625
27,2429.16,1.30569,4.63792,1.74494,0.38896,0.31277,0.31027,0.246,2.157,3.8297,2.04693,0.00092825,0.00092825,0.00092825
28,2516.02,1.21185,4.33095,1.73107,0.3112,0.32355,0.2932,0.22893,2.16321,3.59389,2.07813,0.000915875,0.000915875,0.000915875
29,2602.11,1.21627,4.18207,1.74287,0.36479,0.30197,0.29993,0.23645,2.20131,3.65249,2.04405,0.0009035,0.0009035,0.0009035
30,2687.99,1.22298,3.98252,1.72289,0.33915,0.28081,0.26893,0.21974,2.20629,4.01108,2.04071,0.000891125,0.000891125,0.000891125
31,2774.03,1.19031,3.87526,1.74413,0.33201,0.30121,0.28121,0.22377,2.25361,3.76952,2.07792,0.00087875,0.00087875,0.00087875
32,2860.16,1.22785,3.7365,1.70529,0.39845,0.27993,0.3016,0.23467,2.14644,3.81149,2.02315,0.000866375,0.000866375,0.000866375
33,2946.73,1.18032,3.47887,1.7062,0.35131,0.35818,0.31618,0.23836,2.24044,3.74712,2.07081,0.000854,0.000854,0.000854
34,3032.1,1.21219,3.33924,1.72827,0.42248,0.35875,0.33692,0.27144,2.1636,3.96823,2.04544,0.000841625,0.000841625,0.000841625
35,3120.08,1.21727,3.1372,1.71076,0.50541,0.27487,0.3437,0.28173,2.17726,3.9436,2.04164,0.00082925,0.00082925,0.00082925
36,3206.11,1.06723,2.99419,1.65772,0.38471,0.38712,0.33574,0.26499,2.13216,3.60472,2.02696,0.000816875,0.000816875,0.000816875
37,3292.19,1.17643,2.84072,1.70011,0.37094,0.34301,0.32081,0.2548,2.07577,3.29827,2.00981,0.0008045,0.0008045,0.0008045
38,3377.99,1.12826,2.76125,1.68354,0.44076,0.33115,0.33771,0.27547,2.03457,3.77804,1.98448,0.000792125,0.000792125,0.000792125
39,3464.5,1.14785,2.70693,1.71646,0.33441,0.3682,0.30939,0.23512,2.2036,3.42145,2.03603,0.00077975,0.00077975,0.00077975
40,3550.93,1.12735,2.63192,1.70065,0.36928,0.34218,0.31703,0.25569,2.03199,3.48048,1.98287,0.000767375,0.000767375,0.000767375
41,3636.5,1.11578,2.54946,1.6746,0.37897,0.36523,0.33279,0.27028,2.09215,3.30984,2.02567,0.000755,0.000755,0.000755
42,3722.88,1.11386,2.47857,1.67368,0.38332,0.36597,0.33488,0.26488,2.09685,3.38168,2.01989,0.000742625,0.000742625,0.000742625
43,3808.53,1.06908,2.37867,1.64973,0.41075,0.3791,0.35028,0.27981,2.10905,3.32635,2.01207,0.00073025,0.00073025,0.00073025
44,3893.14,1.0649,2.30133,1.60543,0.42219,0.33411,0.34648,0.28684,2.06363,3.31575,1.99591,0.000717875,0.000717875,0.000717875
45,3979.32,1.07792,2.22297,1.66463,0.38703,0.38582,0.33792,0.27396,2.03856,3.36438,1.98382,0.0007055,0.0007055,0.0007055
46,4064.96,1.14185,2.13958,1.71483,0.3976,0.35572,0.32322,0.25571,2.21262,3.88908,2.03219,0.000693125,0.000693125,0.000693125
47,4150.46,1.06396,2.09248,1.64799,0.37888,0.35289,0.32667,0.26589,2.08828,3.42246,2.0176,0.00068075,0.00068075,0.00068075
48,4236.8,1.00888,2.02117,1.64323,0.38239,0.33468,0.31704,0.25592,2.09436,3.61632,1.9981,0.000668375,0.000668375,0.000668375
49,4322.68,1.06912,2.07153,1.66813,0.34036,0.3923,0.32593,0.2642,2.04619,3.59864,1.99325,0.000656,0.000656,0.000656
50,4408.62,1.09718,2.01748,1.65517,0.37683,0.33567,0.31713,0.25836,2.1312,3.938,2.0041,0.000643625,0.000643625,0.000643625
51,4494.28,1.01555,1.88529,1.62,0.40004,0.33765,0.32492,0.2666,2.05188,3.51313,1.97781,0.00063125,0.00063125,0.00063125
52,4580.84,1.01731,1.90111,1.65157,0.40089,0.35528,0.33319,0.26974,2.14436,3.41143,2.01443,0.000618875,0.000618875,0.000618875
53,4668,1.0029,1.78409,1.66559,0.3912,0.36157,0.32521,0.26459,2.08491,3.58382,1.98627,0.0006065,0.0006065,0.0006065
54,4754.6,0.95351,1.71687,1.60314,0.38428,0.36118,0.33481,0.27191,2.06027,3.47856,1.98287,0.000594125,0.000594125,0.000594125
55,4841.46,0.96839,1.77151,1.66635,0.40745,0.34576,0.33506,0.27267,2.07963,3.84556,1.99213,0.00058175,0.00058175,0.00058175
56,4930.34,0.98835,1.74509,1.63977,0.36748,0.33206,0.32147,0.25404,2.14962,3.47649,2.00339,0.000569375,0.000569375,0.000569375
57,5016.23,0.99882,1.76794,1.61227,0.37468,0.34559,0.31727,0.25844,2.07733,3.46419,1.98609,0.000557,0.000557,0.000557
58,5102.4,0.99741,1.59646,1.66503,0.43937,0.33744,0.33538,0.27771,2.09973,3.7259,1.99203,0.000544625,0.000544625,0.000544625
59,5188.96,0.9595,1.57568,1.62331,0.41426,0.35151,0.3342,0.27625,2.07431,3.80691,2.00136,0.00053225,0.00053225,0.00053225
60,5275.38,0.97176,1.5932,1.63453,0.39304,0.3932,0.34356,0.27805,2.08375,3.32577,2.01199,0.000519875,0.000519875,0.000519875
61,5361.05,0.93163,1.55972,1.63876,0.39409,0.38985,0.35213,0.2825,2.06089,3.27725,2.0212,0.0005075,0.0005075,0.0005075
62,5447.66,0.99569,1.5587,1.62218,0.39653,0.33929,0.33593,0.27495,2.05252,3.44347,2.00085,0.000495125,0.000495125,0.000495125
63,5534.52,0.95552,1.51477,1.61819,0.43633,0.38787,0.36061,0.304,1.99188,3.38154,1.96586,0.00048275,0.00048275,0.00048275
64,5621.35,0.88792,1.45653,1.58043,0.41475,0.40269,0.35526,0.2943,2.02337,3.60448,1.98863,0.000470375,0.000470375,0.000470375
65,5708.26,0.90296,1.43471,1.57635,0.40666,0.37171,0.33792,0.28042,2.03433,3.62476,1.98551,0.000458,0.000458,0.000458
66,5794.89,0.8827,1.39213,1.59939,0.37505,0.38614,0.33314,0.27756,2.04114,3.68933,1.99411,0.000445625,0.000445625,0.000445625
67,5882.21,0.87171,1.37036,1.60041,0.38566,0.39332,0.33577,0.2774,2.04342,3.71604,1.98621,0.00043325,0.00043325,0.00043325
68,5968.86,0.87415,1.35984,1.59441,0.38549,0.3582,0.33334,0.27452,2.0319,3.5321,1.9825,0.000420875,0.000420875,0.000420875
69,6054.54,0.88252,1.32959,1.5928,0.40611,0.36578,0.35355,0.29,1.99568,3.57715,1.96556,0.0004085,0.0004085,0.0004085
70,6141.11,0.88842,1.42666,1.60108,0.39972,0.39076,0.35092,0.28195,2.08714,3.50903,1.98919,0.000396125,0.000396125,0.000396125
71,6226.9,0.90435,1.36899,1.59877,0.39456,0.38198,0.35025,0.28583,1.99576,3.35496,1.96091,0.00038375,0.00038375,0.00038375
72,6310.56,0.9064,1.39993,1.63126,0.41123,0.39108,0.34862,0.28779,2.0056,3.48637,1.96575,0.000371375,0.000371375,0.000371375
73,6396.99,0.9398,1.34522,1.57927,0.4126,0.35488,0.33986,0.27841,2.0158,3.37455,1.96901,0.000359,0.000359,0.000359
74,6482.88,0.87349,1.28465,1.59325,0.36488,0.34552,0.32533,0.26984,2.04522,3.56128,1.97384,0.000346625,0.000346625,0.000346625
75,6578.09,0.86631,1.35596,1.61247,0.38608,0.39752,0.34758,0.28633,2.00885,3.45585,1.95669,0.00033425,0.00033425,0.00033425
76,6672.38,0.88826,1.298,1.60538,0.3676,0.42149,0.34511,0.28133,1.99583,3.33625,1.96117,0.000321875,0.000321875,0.000321875
77,6765.89,0.84867,1.29371,1.59179,0.3837,0.40095,0.33643,0.27199,1.98346,3.3609,1.9567,0.0003095,0.0003095,0.0003095
