epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,769.316,0.63896,9.01252,0.15764,0.73189,0.28684,0.26054,0.2011,0.27276,1.00644,0.03541,0.000277509,0.000277509,0.000277509
2,1533.39,0.23868,0.81043,0.03109,0.67951,0.43135,0.37025,0.28758,0.24836,0.99964,0.02854,0.000536855,0.000536855,0.000536855
3,2292.45,0.24096,0.7715,0.03672,0.7224,0.53186,0.57108,0.43559,0.28891,0.9994,0.03283,0.000777875,0.000777875,0.000777875
4,3058.73,0.223,0.63731,0.02276,0.77551,0.72283,0.67529,0.51625,0.2678,0.82895,0.02868,0.000750533,0.000750533,0.000750533
5,3817.94,0.2179,0.58521,0.02407,0.85299,0.84829,0.8651,0.67938,0.23875,0.72266,0.02619,0.000723044,0.000723044,0.000723044
6,4576.72,0.20444,0.54322,0.0249,0.87284,0.89371,0.90227,0.70301,0.25409,0.5915,0.03424,0.000695555,0.000695555,0.000695555
7,5334.16,0.19711,0.47314,0.01931,0.8404,0.87244,0.85152,0.6725,0.24048,0.59141,0.02908,0.000668066,0.000668066,0.000668066
8,6090.03,0.18327,0.42873,0.02452,0.87339,0.83682,0.85102,0.65838,0.25304,0.60733,0.03142,0.000640577,0.000640577,0.000640577
9,6846.42,0.17979,0.46118,0.01877,0.87699,0.79776,0.80536,0.63365,0.24244,0.55117,0.03467,0.000613088,0.000613088,0.000613088
10,7605.58,0.20083,0.49855,0.01958,0.87515,0.83079,0.82775,0.62588,0.26929,0.60173,0.03743,0.000585599,0.000585599,0.000585599
11,8361.6,0.18785,0.46762,0.01753,0.84979,0.82763,0.82586,0.6392,0.23751,0.6499,0.02695,0.00055811,0.00055811,0.00055811
12,9118.46,0.17042,0.4416,0.01674,0.90743,0.82072,0.83272,0.65373,0.24313,0.54409,0.0287,0.000530621,0.000530621,0.000530621
13,9875.13,0.17931,0.42568,0.01644,0.87103,0.80472,0.83199,0.65249,0.25421,0.60944,0.03068,0.000503132,0.000503132,0.000503132
14,10627.6,0.16361,0.4344,0.01546,0.89262,0.77323,0.81178,0.64367,0.23454,0.59808,0.03095,0.000475643,0.000475643,0.000475643
15,11382.7,0.16183,0.37792,0.01656,0.89804,0.8245,0.82591,0.6555,0.23889,0.59497,0.03092,0.000448154,0.000448154,0.000448154
16,12140.4,0.15829,0.36116,0.01432,0.88885,0.81076,0.84963,0.66266,0.2318,0.60373,0.02623,0.000420665,0.000420665,0.000420665
17,12895.2,0.15793,0.33668,0.01567,0.87765,0.84365,0.84007,0.66697,0.2285,0.61513,0.02532,0.000393176,0.000393176,0.000393176
18,13651.9,0.15256,0.3416,0.01489,0.83925,0.77668,0.78387,0.61465,0.23299,0.65131,0.02819,0.000365687,0.000365687,0.000365687
19,14411.3,0.1521,0.39108,0.01444,0.87141,0.74167,0.75101,0.58631,0.22655,0.65637,0.02587,0.000338198,0.000338198,0.000338198
20,15177.8,0.1526,0.35236,0.01242,0.86583,0.72969,0.73712,0.59378,0.22975,0.85225,0.02619,0.000310709,0.000310709,0.000310709
21,15941.7,0.14035,0.31226,0.01153,0.8998,0.7289,0.77066,0.60879,0.23195,0.67056,0.02703,0.00028322,0.00028322,0.00028322
22,16696.8,0.13239,0.28114,0.01027,0.8638,0.81552,0.81999,0.64947,0.22217,0.61483,0.02401,0.000255731,0.000255731,0.000255731
23,17454.8,0.12849,0.27453,0.01036,0.88733,0.74655,0.75448,0.60382,0.2247,0.69437,0.02496,0.000228242,0.000228242,0.000228242
24,18219.8,0.12483,0.24895,0.01023,0.85576,0.77631,0.77462,0.61806,0.22337,0.67838,0.02512,0.000200753,0.000200753,0.000200753
25,18983,0.12363,0.23896,0.01025,0.85407,0.7711,0.75356,0.60722,0.2231,0.7251,0.02462,0.000173264,0.000173264,0.000173264
26,19742.3,0.11824,0.23515,0.00911,0.88502,0.75965,0.77307,0.62252,0.22316,0.71207,0.025,0.000145775,0.000145775,0.000145775
27,20496.7,0.12024,0.24561,0.00888,0.90425,0.72061,0.74,0.59659,0.22382,0.74502,0.02597,0.000118286,0.000118286,0.000118286
28,21246.3,0.11425,0.22693,0.00876,0.84777,0.78698,0.78124,0.62857,0.22329,0.70669,0.02506,9.0797e-05,9.0797e-05,9.0797e-05
29,21995.7,0.11336,0.22475,0.00847,0.87994,0.74151,0.7331,0.59256,0.22124,0.7675,0.02486,6.3308e-05,6.3308e-05,6.3308e-05
30,22746.4,0.11231,0.21977,0.00856,0.89634,0.75019,0.74745,0.61036,0.22926,0.72551,0.02774,3.5819e-05,3.5819e-05,3.5819e-05
