epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,149.227,0.99744,8.22316,0.93497,0.95394,0.83428,0.90788,0.67611,1.0213,2.53918,0.97706,0.000665448,0.000665448,0.000665448
2,293.248,1.003,4.97437,0.96628,0.95924,0.83649,0.90605,0.71891,0.97484,1.6054,0.96517,0.0012442,0.0012442,0.0012442
3,437.04,0.91691,3.59007,0.94011,0.9908,0.7654,0.87915,0.65944,0.98653,1.47534,0.9928,0.00173494,0.00173494,0.00173494
4,581.29,0.91772,2.69626,0.92866,0.96032,0.86019,0.92052,0.70956,0.97969,1.39054,0.97632,0.001604,0.001604,0.001604
5,724.652,0.87365,2.07795,0.92318,0.97085,0.7891,0.88863,0.70265,0.95689,0.9396,0.98054,0.001472,0.001472,0.001472
6,845.189,0.82968,1.96818,0.90555,0.98017,0.81991,0.9014,0.69686,0.9306,0.81177,0.96536,0.00134,0.00134,0.00134
7,963.134,0.78472,1.54603,0.88644,0.97541,0.84597,0.9176,0.72851,0.92527,0.72588,0.96993,0.001208,0.001208,0.001208
8,1080.69,0.76101,1.28373,0.87836,0.98093,0.85308,0.92281,0.73044,0.95058,0.80906,0.97807,0.001076,0.001076,0.001076
9,1197.72,0.71087,1.11454,0.86101,0.95665,0.78436,0.88036,0.70965,0.92468,0.7888,0.95198,0.000944,0.000944,0.000944
10,1314.12,0.67818,0.98674,0.85025,0.97035,0.85308,0.92196,0.737,0.92651,0.71104,0.9655,0.000812,0.000812,0.000812
11,1430.14,0.63563,0.89396,0.836,0.96629,0.81517,0.90065,0.73114,0.92214,0.75723,0.96341,0.00068,0.00068,0.00068
12,1548.17,0.59887,0.82261,0.82835,0.9712,0.87915,0.93354,0.75887,0.86119,0.62331,0.93807,0.000548,0.000548,0.000548
13,1661.43,0.55818,0.75204,0.8191,0.96579,0.86967,0.92974,0.76138,0.86838,0.63603,0.93688,0.000416,0.000416,0.000416
14,1780.3,0.51524,0.70727,0.81072,0.95767,0.8673,0.92551,0.75822,0.85463,0.63464,0.93931,0.000284,0.000284,0.000284
15,1896.79,0.49029,0.68259,0.80485,0.96306,0.86493,0.92583,0.7619,0.84806,0.65466,0.94087,0.000152,0.000152,0.000152
