epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3881.86,0.64654,0.4255,0.85139,0.9544,0.95024,0.97169,0.77583,0.86105,0.56939,0.95409,0.00098525,0.00098525,0.00098525
43,3974.08,0.61775,0.41023,0.83395,0.95844,0.92891,0.9571,0.78038,0.85846,0.5801,0.96111,0.0009605,0.0009605,0.0009605
44,4065.8,0.62621,0.40798,0.84125,0.93503,0.95498,0.96739,0.76227,0.8831,0.5591,0.95648,0.00093575,0.00093575,0.00093575
45,4158.1,0.63191,0.40608,0.8456,0.94104,0.9455,0.96085,0.77763,0.87562,0.58227,0.95909,0.000911,0.000911,0.000911
46,4250.47,0.62575,0.39294,0.8298,0.94964,0.93839,0.96137,0.78467,0.84613,0.54624,0.95335,0.00088625,0.00088625,0.00088625
47,4342.79,0.62915,0.39063,0.83853,0.94104,0.9455,0.96302,0.78196,0.86323,0.53094,0.96323,0.0008615,0.0008615,0.0008615
48,4434.6,0.60762,0.38932,0.83568,0.94404,0.91943,0.95008,0.76676,0.84641,0.54327,0.94919,0.00083675,0.00083675,0.00083675
49,4527.27,0.60741,0.39237,0.83137,0.94699,0.93128,0.95502,0.7763,0.8335,0.5492,0.94443,0.000812,0.000812,0.000812
50,4619.18,0.57794,0.36909,0.8375,0.93023,0.94787,0.96198,0.77734,0.86144,0.54226,0.95768,0.00078725,0.00078725,0.00078725
51,4711.73,0.58759,0.38258,0.83108,0.94303,0.94133,0.96146,0.78273,0.85018,0.53806,0.95226,0.0007625,0.0007625,0.0007625
52,4803.48,0.61766,0.38919,0.82771,0.94773,0.94525,0.95817,0.76864,0.85946,0.56714,0.95765,0.00073775,0.00073775,0.00073775
53,4894.92,0.5858,0.38554,0.82659,0.94065,0.93897,0.95934,0.78734,0.82725,0.52912,0.94468,0.000713,0.000713,0.000713
54,4987.55,0.5824,0.37024,0.83239,0.9399,0.92654,0.95357,0.77697,0.83199,0.53587,0.95066,0.00068825,0.00068825,0.00068825
55,5079.91,0.57326,0.36591,0.82893,0.95181,0.93602,0.95894,0.77035,0.86541,0.56209,0.95816,0.0006635,0.0006635,0.0006635
56,5172.2,0.56508,0.36689,0.82187,0.95847,0.92417,0.95683,0.7769,0.84337,0.54525,0.96082,0.00063875,0.00063875,0.00063875
57,5264.68,0.57107,0.35941,0.82603,0.94988,0.94313,0.96421,0.77794,0.84634,0.53144,0.95521,0.000614,0.000614,0.000614
58,5356.76,0.56744,0.35923,0.81695,0.94313,0.94313,0.95983,0.78372,0.85306,0.54899,0.95853,0.00058925,0.00058925,0.00058925
59,5449.07,0.5647,0.37035,0.81,0.94511,0.93839,0.95825,0.77934,0.83473,0.54293,0.95193,0.0005645,0.0005645,0.0005645
60,5541.72,0.56346,0.34831,0.81837,0.95949,0.8981,0.94112,0.76837,0.83883,0.63757,0.94445,0.00053975,0.00053975,0.00053975
61,5634.13,0.55006,0.35482,0.81771,0.93039,0.95024,0.9629,0.78723,0.82179,0.51194,0.94451,0.000515,0.000515,0.000515
62,5726.84,0.53618,0.34174,0.81815,0.9563,0.9218,0.95215,0.7769,0.84152,0.56782,0.95909,0.00049025,0.00049025,0.00049025
63,5819.48,0.54641,0.34111,0.81422,0.95359,0.92511,0.95625,0.77845,0.83528,0.53438,0.95631,0.0004655,0.0004655,0.0004655
64,5912.09,0.56719,0.35215,0.81792,0.94461,0.92943,0.95561,0.78475,0.82355,0.53602,0.95213,0.00044075,0.00044075,0.00044075
65,6004.17,0.53451,0.33179,0.81856,0.94935,0.93269,0.95769,0.77948,0.84726,0.53627,0.96456,0.000416,0.000416,0.000416
66,6096.74,0.55717,0.34837,0.81516,0.94019,0.93128,0.95408,0.77543,0.8485,0.53556,0.96126,0.00039125,0.00039125,0.00039125
67,6189.17,0.5323,0.33726,0.81252,0.94976,0.94076,0.96164,0.77724,0.83975,0.52406,0.95494,0.0003665,0.0003665,0.0003665
68,6281.85,0.5268,0.34381,0.80707,0.95658,0.93962,0.96366,0.78428,0.84408,0.52466,0.94767,0.00034175,0.00034175,0.00034175
69,6374.23,0.52613,0.33322,0.8138,0.94853,0.91715,0.9553,0.78571,0.83137,0.51827,0.95042,0.000317,0.000317,0.000317
70,6466.97,0.51731,0.32257,0.8117,0.95411,0.92417,0.95545,0.79012,0.82261,0.52644,0.94978,0.00029225,0.00029225,0.00029225
71,6544.17,0.50012,0.31674,0.80576,0.94976,0.94076,0.96036,0.78242,0.84004,0.52457,0.95676,0.0002675,0.0002675,0.0002675
72,6619.53,0.48157,0.30407,0.80078,0.95365,0.92643,0.95867,0.77774,0.83981,0.5267,0.95698,0.00024275,0.00024275,0.00024275
73,6694.7,0.46587,0.29787,0.79724,0.94143,0.93602,0.95844,0.77767,0.83768,0.53215,0.95382,0.000218,0.000218,0.000218
74,6769.76,0.45038,0.28874,0.79485,0.94524,0.94076,0.96008,0.77298,0.85018,0.54765,0.95914,0.00019325,0.00019325,0.00019325
75,6844.87,0.43751,0.28401,0.79441,0.94363,0.91232,0.94574,0.77426,0.83675,0.54294,0.95605,0.0001685,0.0001685,0.0001685
76,6920.66,0.43269,0.27919,0.79209,0.94471,0.93128,0.95568,0.77892,0.83545,0.53564,0.95462,0.00014375,0.00014375,0.00014375
77,6996.08,0.42262,0.27573,0.79108,0.94713,0.92891,0.95784,0.78027,0.83562,0.52417,0.95186,0.000119,0.000119,0.000119
78,7071.54,0.40899,0.26539,0.78878,0.94696,0.93078,0.95647,0.78,0.8407,0.53347,0.95744,9.425e-05,9.425e-05,9.425e-05
79,7146.81,0.4064,0.26251,0.78785,0.93587,0.93365,0.95633,0.77818,0.83895,0.53549,0.95842,6.95e-05,6.95e-05,6.95e-05
80,7222.87,0.39243,0.25788,0.78676,0.94393,0.91752,0.94946,0.77556,0.83572,0.53494,0.95731,4.475e-05,4.475e-05,4.475e-05
