epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,222.605,1.50276,31.5105,0.71664,0.54236,0.15948,0.04851,0.03423,0.89829,1.32629,0.16507,0.000415287,0.000415287,0.000415287
2,444.149,0.48168,1.39817,0.11004,0.84621,0.10035,0.08656,0.0604,0.54266,1.31482,0.08252,0.000818226,0.000818226,0.000818226
3,664.011,0.42419,1.18586,0.07206,0.8303,0.19982,0.08776,0.0557,0.46039,2.31711,0.05002,0.00120742,0.00120742,0.00120742
4,880.393,0.38643,1.32148,0.05487,0.59176,0.15757,0.07655,0.05066,0.5824,1.08961,0.0964,0.00118812,0.00118812,0.00118812
5,1097.31,0.3959,0.90021,0.0742,0.85553,0.17234,0.12175,0.06587,0.51587,1.11406,0.04074,0.0011675,0.0011675,0.0011675
6,1316.14,0.3384,0.97007,0.04267,0.64821,0.23092,0.10573,0.06264,0.59493,1.03801,0.12795,0.00114688,0.00114688,0.00114688
7,1532.29,0.38159,0.80762,0.07876,0.662,0.21353,0.15402,0.10421,0.41994,1.04161,0.05569,0.00112625,0.00112625,0.00112625
8,1749.58,0.31386,0.78973,0.04802,0.70778,0.2926,0.16524,0.10549,0.47051,1.0843,0.06783,0.00110563,0.00110563,0.00110563
9,1964.35,0.30014,0.70182,0.04708,0.49334,0.28005,0.21725,0.15101,0.42004,1.08123,0.04236,0.001085,0.001085,0.001085
10,2180.46,0.31779,0.62037,0.04634,0.51918,0.28399,0.24279,0.1672,0.48184,1.05249,0.04974,0.00106437,0.00106437,0.00106437
11,2398.85,0.34673,0.60011,0.05246,0.51598,0.28845,0.24638,0.17697,0.42613,0.99164,0.05592,0.00104375,0.00104375,0.00104375
12,2615.27,0.30303,0.6829,0.04789,0.50046,0.288,0.23171,0.16819,0.36778,0.99571,0.03618,0.00102312,0.00102312,0.00102312
13,2830.87,0.25131,0.60286,0.03459,0.50013,0.32122,0.22608,0.17091,0.35854,1.12952,0.04275,0.0010025,0.0010025,0.0010025
14,3045.51,0.23357,0.60288,0.02689,0.5051,0.29301,0.21212,0.1663,0.36754,1.0303,0.04062,0.000981875,0.000981875,0.000981875
15,3256.7,0.23619,0.68666,0.02917,0.23435,0.33951,0.22886,0.17717,0.3447,1.02116,0.0435,0.00096125,0.00096125,0.00096125
16,3470.92,0.24592,0.61605,0.03303,0.23398,0.3376,0.23053,0.17374,0.31211,1.11701,0.02694,0.000940625,0.000940625,0.000940625
17,3686.47,0.23999,0.50352,0.0382,0.25135,0.2935,0.24131,0.184,0.36095,1.17458,0.03642,0.00092,0.00092,0.00092
18,3903.97,0.22475,0.56033,0.03503,0.50676,0.32884,0.22319,0.16327,0.37392,1.00416,0.04638,0.000899375,0.000899375,0.000899375
19,4118.32,0.20783,0.51439,0.02595,0.50567,0.29034,0.23045,0.16986,0.32928,1.07921,0.02913,0.00087875,0.00087875,0.00087875
20,4332.32,0.24939,0.51368,0.03868,0.50687,0.34854,0.24727,0.18297,0.33315,1.18343,0.03448,0.000858125,0.000858125,0.000858125
21,4545.72,0.20834,0.539,0.0276,0.54984,0.32603,0.2852,0.21646,0.32372,0.98667,0.029,0.0008375,0.0008375,0.0008375
22,4761.39,0.18359,0.50145,0.02221,0.78176,0.31643,0.28856,0.2169,0.35691,1.06359,0.03138,0.000816875,0.000816875,0.000816875
23,4976.49,0.19946,0.47331,0.0242,0.772,0.31385,0.25592,0.19399,0.33401,1.05345,0.03451,0.00079625,0.00079625,0.00079625
24,5190.52,0.21332,0.44141,0.02813,0.57151,0.3836,0.28982,0.21951,0.38857,1.14364,0.04254,0.000775625,0.000775625,0.000775625
25,5407.57,0.16492,0.47085,0.02021,0.33121,0.4136,0.30851,0.23628,0.32722,1.12859,0.03413,0.000755,0.000755,0.000755
26,5624.38,0.18522,0.41568,0.02146,0.32632,0.38316,0.27809,0.21696,0.29331,1.17794,0.02582,0.000734375,0.000734375,0.000734375
27,5839.52,0.19786,0.41557,0.02385,0.74651,0.33643,0.27772,0.21203,0.32005,1.18604,0.02875,0.00071375,0.00071375,0.00071375
28,6053.72,0.18501,0.42099,0.02134,0.6144,0.46082,0.34501,0.26124,0.33972,1.16404,0.03244,0.000693125,0.000693125,0.000693125
29,6269.16,0.17644,0.39683,0.02028,0.38847,0.43299,0.31254,0.24626,0.32985,1.14978,0.0312,0.0006725,0.0006725,0.0006725
30,6482.06,0.16846,0.42779,0.01997,0.5631,0.45932,0.40341,0.30476,0.33928,1.03292,0.03,0.000651875,0.000651875,0.000651875
31,6697.39,0.18399,0.43355,0.0183,0.38175,0.38707,0.28481,0.21868,0.33253,1.13544,0.03049,0.00063125,0.00063125,0.00063125
32,6911.81,0.16574,0.36112,0.02153,0.37546,0.4712,0.35572,0.27374,0.35764,1.1608,0.03094,0.000610625,0.000610625,0.000610625
33,7124.72,0.17721,0.34959,0.02303,0.4386,0.41611,0.35642,0.2796,0.37546,1.22754,0.03481,0.00059,0.00059,0.00059
34,7338.47,0.17546,0.33655,0.02164,0.44413,0.41159,0.33526,0.25971,0.39225,1.27744,0.03525,0.000569375,0.000569375,0.000569375
35,7553.73,0.17257,0.33611,0.02021,0.42006,0.45476,0.36137,0.27707,0.3718,1.18316,0.03214,0.00054875,0.00054875,0.00054875
36,7767.9,0.16327,0.34398,0.01658,0.4407,0.42822,0.34327,0.26656,0.32779,1.2364,0.02981,0.000528125,0.000528125,0.000528125
37,7980.77,0.14827,0.30867,0.0152,0.38189,0.47239,0.33007,0.25861,0.35327,1.29906,0.03167,0.0005075,0.0005075,0.0005075
38,8199.89,0.14427,0.29825,0.01425,0.44185,0.44442,0.34337,0.27037,0.38672,1.15518,0.03626,0.000486875,0.000486875,0.000486875
39,8420.37,0.14264,0.27823,0.01495,0.37163,0.45031,0.32688,0.25331,0.37314,1.37881,0.03385,0.00046625,0.00046625,0.00046625
40,8642.06,0.17412,0.33023,0.01959,0.4777,0.44102,0.39778,0.31271,0.36068,1.25029,0.03484,0.000445625,0.000445625,0.000445625
41,8862.87,0.15257,0.29435,0.01385,0.40746,0.45938,0.35441,0.28163,0.35085,1.21579,0.03481,0.000425,0.000425,0.000425
42,9084.47,0.14743,0.25876,0.01701,0.40787,0.48425,0.39017,0.31656,0.35639,1.19512,0.03622,0.000404375,0.000404375,0.000404375
43,9306.68,0.13115,0.24432,0.01255,0.42649,0.47441,0.37976,0.30155,0.39774,1.22741,0.0429,0.00038375,0.00038375,0.00038375
44,9525.29,0.13782,0.26065,0.01308,0.46702,0.4599,0.39056,0.30903,0.39344,1.24777,0.04382,0.000363125,0.000363125,0.000363125
45,9746.73,0.15095,0.25989,0.01589,0.43285,0.50152,0.39117,0.31547,0.39185,1.28975,0.04389,0.0003425,0.0003425,0.0003425
46,9968.55,0.15958,0.29365,0.01753,0.43014,0.50705,0.40201,0.32957,0.33837,1.3103,0.03473,0.000321875,0.000321875,0.000321875
47,10192,0.14691,0.2782,0.01423,0.43276,0.53089,0.4218,0.34164,0.32369,1.24046,0.03188,0.00030125,0.00030125,0.00030125
48,10408.6,0.13757,0.24331,0.01315,0.45662,0.46711,0.40038,0.33155,0.32636,1.23682,0.03093,0.000280625,0.000280625,0.000280625
49,10621.2,0.12883,0.2462,0.01222,0.50611,0.42857,0.3856,0.31506,0.37263,1.26557,0.03793,0.00026,0.00026,0.00026
50,10833.6,0.12984,0.24241,0.01199,0.43093,0.45739,0.36285,0.28937,0.4115,1.25015,0.04208,0.000239375,0.000239375,0.000239375
51,11034.1,0.11737,0.22555,0.01172,0.42852,0.49005,0.38365,0.30945,0.44276,1.20368,0.04975,0.00021875,0.00021875,0.00021875
52,11237.4,0.11632,0.20789,0.01104,0.44708,0.48516,0.39267,0.31154,0.47971,1.2042,0.05451,0.000198125,0.000198125,0.000198125
53,11439.7,0.11144,0.20484,0.01029,0.43233,0.49452,0.40567,0.32676,0.44362,1.24994,0.04786,0.0001775,0.0001775,0.0001775
54,11641.7,0.10613,0.19933,0.0101,0.42157,0.48158,0.37836,0.30337,0.4602,1.25505,0.05013,0.000156875,0.000156875,0.000156875
55,11845.3,0.10088,0.19251,0.00946,0.42451,0.48791,0.3786,0.30252,0.45645,1.27618,0.05668,0.00013625,0.00013625,0.00013625
56,12047.3,0.10082,0.18599,0.00954,0.43104,0.49448,0.39154,0.31491,0.46227,1.26561,0.05444,0.000115625,0.000115625,0.000115625
57,12249.4,0.1086,0.20454,0.00999,0.43934,0.50493,0.40926,0.33143,0.47391,1.20807,0.05102,9.5e-05,9.5e-05,9.5e-05
58,12449.4,0.09671,0.17933,0.00953,0.43682,0.51411,0.40522,0.32741,0.46968,1.2157,0.05106,7.4375e-05,7.4375e-05,7.4375e-05
59,12652,0.09505,0.17793,0.00961,0.48787,0.46447,0.41935,0.34276,0.4729,1.18238,0.05171,5.375e-05,5.375e-05,5.375e-05
60,12855.3,0.09134,0.17841,0.0088,0.43864,0.50357,0.41012,0.33377,0.48667,1.19918,0.05501,3.3125e-05,3.3125e-05,3.3125e-05
