epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,751.645,0.72849,9.21265,0.19292,0.30731,0.21144,0.14451,0.10262,0.2864,1.09757,0.03646,0.000277509,0.000277509,0.000277509
2,1491.98,0.2449,0.84883,0.03006,0.51872,0.42517,0.34618,0.25997,0.23474,1.04767,0.02534,0.000549679,0.000549679,0.000549679
3,2221.95,0.22174,0.65393,0.02798,0.7469,0.71185,0.68894,0.51327,0.28298,0.86035,0.03446,0.000816352,0.000816352,0.000816352
4,2953.34,0.21778,0.5957,0.02195,0.75399,0.75254,0.74405,0.54148,0.28151,0.76143,0.02721,0.00080826,0.00080826,0.00080826
5,3685.62,0.20924,0.55486,0.02004,0.80803,0.86675,0.86708,0.6538,0.25994,0.62772,0.02995,0.000800013,0.000800013,0.000800013
6,4417.88,0.19595,0.51641,0.01892,0.82116,0.80974,0.83977,0.65353,0.24551,0.66379,0.02978,0.000791767,0.000791767,0.000791767
7,5150.48,0.20447,0.54323,0.02038,0.80981,0.79494,0.79072,0.6067,0.25288,0.75254,0.02853,0.00078352,0.00078352,0.00078352
8,5886.93,0.19763,0.51146,0.02141,0.81187,0.76351,0.77612,0.59156,0.26077,0.66809,0.03353,0.000775273,0.000775273,0.000775273
9,6626.05,0.19728,0.53843,0.01885,0.83462,0.78867,0.79347,0.59088,0.29475,0.63531,0.03873,0.000767026,0.000767026,0.000767026
10,7367.29,0.20342,0.53667,0.0201,0.83164,0.77698,0.7761,0.60833,0.24189,0.63403,0.028,0.00075878,0.00075878,0.00075878
11,8107.59,0.20028,0.48798,0.02111,0.90041,0.82261,0.85316,0.66533,0.25288,0.60792,0.03436,0.000750533,0.000750533,0.000750533
12,8849.76,0.18646,0.4702,0.01992,0.87645,0.72241,0.73103,0.5572,0.2571,0.64852,0.03125,0.000742286,0.000742286,0.000742286
