epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
66,7455.57,0.14492,0.361,0.01607,0.83972,0.55155,0.55024,0.46337,0.24475,0.75133,0.04083,0.000162956,0.000162956,0.000162956
67,7564.8,0.154,0.38053,0.01823,0.8418,0.53311,0.52036,0.41438,0.24022,0.91596,0.03559,0.000152647,0.000152647,0.000152647
68,7676.47,0.15514,0.37964,0.0204,0.84372,0.54149,0.52716,0.42979,0.23261,0.90983,0.03482,0.000142339,0.000142339,0.000142339
69,7787.37,0.13811,0.36757,0.01596,0.88799,0.52425,0.53749,0.4474,0.2181,0.81464,0.03238,0.000132031,0.000132031,0.000132031
70,7898.17,0.13934,0.33282,0.01592,0.89192,0.52878,0.54789,0.45639,0.21642,0.79754,0.0316,0.000121722,0.000121722,0.000121722
71,8000.75,0.12248,0.27334,0.01478,0.86362,0.53648,0.54934,0.45894,0.22605,0.78289,0.03356,0.000111414,0.000111414,0.000111414
72,8101.79,0.11607,0.27755,0.01422,0.85456,0.53869,0.54331,0.45347,0.22399,0.809,0.03284,0.000101105,0.000101105,0.000101105
73,8201.51,0.12042,0.26113,0.01452,0.84577,0.52416,0.53525,0.44013,0.22998,0.82157,0.03372,9.0797e-05,9.0797e-05,9.0797e-05
74,8302.43,0.10833,0.24426,0.01343,0.83299,0.53963,0.53993,0.45063,0.22493,0.8355,0.0344,8.04886e-05,8.04886e-05,8.04886e-05
75,8401.77,0.10456,0.24619,0.0125,0.84006,0.52787,0.53316,0.44109,0.22474,0.8301,0.03481,7.01802e-05,7.01802e-05,7.01802e-05
76,8500.81,0.09969,0.23739,0.0117,0.84061,0.519,0.53483,0.44361,0.23369,0.84247,0.03491,5.98719e-05,5.98719e-05,5.98719e-05
77,8599.68,0.09714,0.22146,0.01139,0.81746,0.55526,0.53904,0.44465,0.22928,0.82102,0.03453,4.95635e-05,4.95635e-05,4.95635e-05
78,8698.56,0.09739,0.22094,0.01151,0.82038,0.55526,0.53705,0.43923,0.23271,0.83189,0.03459,3.92551e-05,3.92551e-05,3.92551e-05
79,8797.35,0.09424,0.21416,0.01121,0.84217,0.53963,0.53738,0.44138,0.2284,0.82189,0.03471,2.89468e-05,2.89468e-05,2.89468e-05
80,8896.38,0.09132,0.20931,0.01065,0.84708,0.53949,0.54305,0.44236,0.23263,0.84321,0.03481,1.86384e-05,1.86384e-05,1.86384e-05
