                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.69716,                 2.2548,                0.22973,                0.77126,                0.81499,                 0.7663,                0.56387,                0.31273,                0.70464,                0.04502,             0.00066545,             0.00066545,             0.00066545
                      2,                0.39709,                0.51008,                0.06358,                0.89836,                0.66588,                0.79097,                0.52382,                0.41366,                 0.6518,                0.05224,              0.0013101,              0.0013101,              0.0013101
                      3,                0.37251,                0.55611,                0.05317,                0.83067,                0.72986,                0.82024,                0.59983,                0.33616,                0.67787,                0.04372,              0.0019328,              0.0019328,              0.0019328
                      4,                0.47054,                0.60176,                0.05936,                0.52071,                0.53292,                0.57786,                0.41285,                0.33475,                 1.0737,                 0.0437,               0.001901,               0.001901,               0.001901
                      5,                0.39497,                0.59951,                0.05032,                0.84125,                0.65297,                0.73805,                0.50388,                0.48431,                0.77192,                0.06457,               0.001901,               0.001901,               0.001901
                      6,                0.43463,                0.61819,                0.07078,                0.79089,                0.49763,                 0.5801,                0.44039,                0.80652,                0.78803,                0.26861,               0.001868,               0.001868,               0.001868
                      7,                0.47774,                0.61732,                0.06628,                 0.8509,                0.64914,                0.78528,                0.55988,                0.42939,                0.66264,                0.06971,               0.001835,               0.001835,               0.001835
                      8,                0.46939,                0.51828,                0.07001,                0.89561,                0.73186,                0.81814,                0.60663,                0.48106,                0.59118,                0.15369,               0.001802,               0.001802,               0.001802
                      9,                0.40512,                0.47296,                0.05623,                0.70373,                0.69194,                0.71616,                0.51271,                0.54459,                0.67218,                0.08731,               0.001769,               0.001769,               0.001769
                     10,                0.35821,                0.47102,                0.04408,                 0.9092,                0.77014,                 0.8545,                0.62311,                0.33129,                0.59976,                0.03931,               0.001736,               0.001736,               0.001736
                     11,                0.33962,                0.53837,                0.03643,                0.85449,                0.72038,                0.79558,                0.55198,                0.44957,                0.58911,                0.07748,               0.001703,               0.001703,               0.001703
                     12,                0.33608,                0.48191,                0.04763,                0.96095,                0.75798,                0.87372,                0.67093,                0.30982,                0.53608,                0.03795,                0.00167,                0.00167,                0.00167
                     13,                0.29776,                0.45798,                0.02865,                0.91659,                0.80723,                0.89111,                0.65728,                 0.3043,                0.58765,                0.03225,               0.001637,               0.001637,               0.001637
                     14,                0.31555,                0.43877,                0.03439,                0.94982,                0.82701,                0.92172,                0.64742,                0.33041,                0.54573,                0.03099,               0.001604,               0.001604,               0.001604
                     15,                0.29553,                0.43308,                0.03038,                0.90464,                0.87675,                 0.9152,                0.71098,                0.27038,                0.50255,                0.03046,               0.001571,               0.001571,               0.001571
                     16,                0.26701,                0.38676,                0.03018,                0.88329,                0.90047,                0.94227,                0.72513,                 0.2995,                0.48057,                0.04594,               0.001538,               0.001538,               0.001538
                     17,                0.24133,                0.37392,                0.02507,                0.93824,                0.85545,                0.93604,                0.73913,                0.27827,                0.47038,                0.04507,               0.001505,               0.001505,               0.001505
                     18,                0.24959,                0.34024,                0.02644,                0.94986,                0.86493,                0.93492,                0.73418,                0.26057,                0.49868,                0.02806,               0.001472,               0.001472,               0.001472
                     19,                0.24965,                0.33933,                0.02591,                0.94267,                0.85716,                0.91513,                 0.7199,                0.29356,                0.47446,                0.03601,               0.001439,               0.001439,               0.001439
                     20,                0.24942,                0.36721,                0.02421,                0.92107,                0.90521,                0.95001,                0.74432,                0.25992,                0.43179,                0.02989,               0.001406,               0.001406,               0.001406
                     21,                0.24707,                0.34754,                0.02525,                0.91567,                0.84915,                0.91407,                 0.7153,                0.26962,                0.49873,                0.03363,               0.001373,               0.001373,               0.001373
                     22,                0.28013,                0.42184,                0.03155,                0.90613,                0.82227,                 0.8864,                0.70072,                0.29085,                0.54441,                0.03921,                0.00134,                0.00134,                0.00134
                     23,                0.26131,                0.39243,                0.02595,                0.90603,                 0.8436,                0.90975,                0.70225,                0.27551,                 0.5328,                0.03524,               0.001307,               0.001307,               0.001307
                     24,                0.24596,                0.39982,                0.02671,                0.93759,                0.83175,                0.93497,                0.75331,                0.23473,                0.49892,                0.02594,               0.001274,               0.001274,               0.001274
                     25,                0.24909,                0.38646,                0.02409,                 0.9447,                0.80965,                 0.8896,                0.64613,                0.35859,                0.50153,                0.03917,               0.001241,               0.001241,               0.001241
                     26,                 0.2509,                0.34759,                0.02525,                0.92662,                0.86019,                0.92752,                0.74745,                0.24544,                0.44957,                0.02843,               0.001208,               0.001208,               0.001208
                     27,                0.23707,                0.34507,                0.02764,                0.89467,                 0.9218,                0.94908,                0.76826,                0.22955,                0.46484,                0.02838,               0.001175,               0.001175,               0.001175
                     28,                0.22657,                0.34836,                0.02247,                0.91951,                0.89337,                0.95781,                0.75077,                0.25502,                0.43572,                0.02868,               0.001142,               0.001142,               0.001142
                     29,                0.24753,                0.35107,                0.02634,                0.94388,                0.87677,                0.94795,                0.75002,                0.24044,                0.44227,                0.02732,               0.001109,               0.001109,               0.001109
                     30,                0.28161,                0.37105,                0.02757,                0.96116,                0.87441,                0.96853,                0.73179,                0.27061,                0.44537,                0.02898,               0.001076,               0.001076,               0.001076
                     31,                  0.248,                0.34607,                0.02384,                0.94577,                0.87204,                0.95012,                0.73979,                0.26478,                0.44315,                0.03065,               0.001043,               0.001043,               0.001043
                     32,                 0.2281,                0.33619,                0.02694,                0.93662,                0.84043,                0.91389,                0.70648,                0.31046,                0.51134,                0.05551,                0.00101,                0.00101,                0.00101
                     33,                0.23763,                0.35687,                0.02335,                0.93201,                0.87704,                0.94771,                0.74091,                0.26095,                0.44318,                0.03488,               0.000977,               0.000977,               0.000977
                     34,                0.22952,                0.33466,                 0.0229,                0.93852,                0.90284,                0.95533,                0.70922,                0.30056,                0.43279,                0.03255,               0.000944,               0.000944,               0.000944
                     35,                0.22212,                0.29965,                0.02998,                0.95087,                0.91718,                0.97356,                0.77147,                0.24275,                0.38822,                0.03243,               0.000911,               0.000911,               0.000911
                     36,                0.20957,                0.28933,                0.02393,                0.95895,                 0.9218,                0.96085,                0.76271,                 0.2442,                0.40501,                0.02812,               0.000878,               0.000878,               0.000878
