epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,185.082,1.60723,67.915,1.80044,0.17453,0.03257,0.10161,0.07081,2.23979,26.6346,1.96832,0.000415287,0.000415287,0.000415287
2,273.274,1.65108,60.1344,1.85202,0.17442,0.12372,0.13822,0.10406,2.45351,26.9139,2.08962,0.000821658,0.000821658,0.000821658
3,361.505,1.69429,53.462,1.94411,0.26856,0.07671,0.16747,0.13234,2.34601,21.9156,2.1088,0.00121772,0.00121772,0.00121772
4,449.11,1.74083,48.568,1.9621,0.19919,0.17494,0.17741,0.13007,2.33439,16.6384,2.10446,0.00120359,0.00120359,0.00120359
5,537.102,1.60849,42.1014,1.92085,0.20879,0.17664,0.16092,0.12207,2.24264,10.1062,2.05879,0.00118812,0.00118812,0.00118812
6,623.624,1.69788,37.6647,1.92743,0.19039,0.16207,0.15407,0.11782,2.50283,5.9768,2.1526,0.00117266,0.00117266,0.00117266
7,710.314,1.64959,33.2562,1.94498,0.19464,0.18161,0.16275,0.11355,2.50056,4.5803,2.14648,0.00115719,0.00115719,0.00115719
8,796.144,1.62883,29.5347,1.88306,0.21096,0.18988,0.18096,0.13204,2.31188,4.03835,2.04388,0.00114172,0.00114172,0.00114172
9,882.598,1.50952,26.633,1.87958,0.23646,0.18377,0.19522,0.13946,2.26684,3.69365,2.02366,0.00112625,0.00112625,0.00112625
10,969.524,1.51331,24.0445,1.81376,0.22254,0.20409,0.17944,0.14279,2.21698,4.18162,2.04035,0.00111078,0.00111078,0.00111078
11,1057.59,1.44876,20.0569,1.78835,0.26249,0.18806,0.18735,0.14756,2.29228,4.35859,2.06694,0.00109531,0.00109531,0.00109531
12,1144.1,1.45478,17.5488,1.89252,0.22737,0.15857,0.18108,0.13678,2.25389,3.84834,2.05049,0.00107984,0.00107984,0.00107984
13,1231.3,1.39529,17.1449,1.81102,0.21086,0.23473,0.19038,0.15025,2.16802,4.09395,2.02525,0.00106437,0.00106437,0.00106437
14,1317.52,1.40241,14.8597,1.75979,0.21864,0.23926,0.18602,0.14802,2.18908,4.33488,2.02128,0.00104891,0.00104891,0.00104891
15,1404.19,1.37583,13.0585,1.76609,0.23033,0.25108,0.20615,0.15492,2.26121,4.01806,2.04618,0.00103344,0.00103344,0.00103344
16,1491.15,1.35618,11.6085,1.76831,0.23688,0.25719,0.20199,0.15707,2.19495,3.85355,2.03459,0.00101797,0.00101797,0.00101797
17,1578.11,1.35649,10.7629,1.73293,0.23828,0.24366,0.1977,0.15668,2.24345,4.17187,2.03754,0.0010025,0.0010025,0.0010025
18,1666.01,1.31708,9.55086,1.7652,0.24546,0.27233,0.20069,0.15162,2.24189,4.0277,2.04456,0.000987031,0.000987031,0.000987031
19,1753.32,1.3198,8.49028,1.73634,0.22369,0.21342,0.18282,0.14131,2.32781,3.82473,2.05371,0.000971562,0.000971562,0.000971562
20,1839.84,1.35728,7.79058,1.75608,0.22446,0.26798,0.20896,0.16214,2.16546,3.93478,2.00307,0.000956094,0.000956094,0.000956094
21,1927.56,1.36797,7.43657,1.78089,0.25975,0.2296,0.2166,0.16376,2.30316,3.66719,2.06751,0.000940625,0.000940625,0.000940625
22,2016.23,1.3111,6.42425,1.76695,0.25497,0.28772,0.22752,0.1723,2.23682,3.728,2.01442,0.000925156,0.000925156,0.000925156
23,2104,1.30129,6.27556,1.73764,0.23135,0.24798,0.20909,0.15872,2.25197,3.45722,2.02235,0.000909688,0.000909688,0.000909688
