                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3789,                 31.758,                 0.6122,                0.07203,                0.14701,                0.07268,                0.04897,                0.60322,                 1.6685,                0.09867,             0.00041529,             0.00041529,             0.00041529
                      2,                 0.7148,                 1.2138,                 0.2193,                0.81435,                0.14613,                0.07301,                0.05152,                0.61947,                 1.1135,                0.13836,             0.00081823,             0.00081823,             0.00081823
                      3,                0.58796,                 1.6824,                0.15253,                0.74318,                0.18847,                0.03299,                0.02281,                0.60356,                 1.4774,                0.10361,              0.0012074,              0.0012074,              0.0012074
                      4,                0.45211,                  1.585,                0.08559,                0.05455,                0.18574,                0.08122,                0.05945,                0.34151,                 1.6511,                0.04177,              0.0011881,              0.0011881,              0.0011881
                      5,                0.42215,                 1.1721,                0.06413,                0.31743,                0.17948,                0.08707,                0.04909,                0.65607,                 1.0744,                 0.1009,              0.0011881,              0.0011881,              0.0011881
                      6,                0.41794,                 1.1717,                0.06258,                0.61829,                0.18907,                0.11365,                0.07534,                0.60804,                 1.1376,                0.10845,              0.0011675,              0.0011675,              0.0011675
                      7,                0.46047,                0.95422,                0.07113,                0.57625,                0.17782,                0.11011,                0.06796,                0.41125,                 1.2067,                0.03753,              0.0011469,              0.0011469,              0.0011469
                      8,                0.32751,                 1.1389,                0.04509,                0.40592,                0.23993,                0.11292,                0.08297,                0.38495,                 1.2996,                0.03054,              0.0011263,              0.0011263,              0.0011263
                      9,                0.34517,                 1.0206,                0.06103,                0.40385,                0.18959,                0.13445,                0.08679,                0.53471,                 0.9885,                0.05044,              0.0011056,              0.0011056,              0.0011056
                     10,                0.39116,                0.85761,                0.05829,                0.18298,                 0.2636,                0.18652,                0.11173,                0.42864,                 1.1564,                0.03631,               0.001085,               0.001085,               0.001085
                     11,                0.38354,                0.82814,                0.07209,                0.19084,                0.21872,                   0.14,                0.09669,                0.42787,                 1.2795,                0.05419,              0.0010644,              0.0010644,              0.0010644
                     12,                0.37866,                0.74988,                0.07332,                0.22415,                0.24167,                0.19329,                0.13554,                0.36698,                 1.1943,                0.03966,              0.0010438,              0.0010438,              0.0010438
                     13,                0.30481,                0.70966,                 0.0419,                0.50133,                0.29459,                0.19377,                0.12027,                0.36831,                 1.2284,                0.03124,              0.0010231,              0.0010231,              0.0010231
                     14,                 0.3672,                0.67894,                0.05192,                0.74191,                0.30505,                0.17786,                0.10874,                0.41805,                 1.2655,                0.04424,              0.0010025,              0.0010025,              0.0010025
                     15,                0.34332,                  0.689,                0.05128,                  0.463,                0.27878,                0.17903,                0.11839,                0.43641,                 1.0813,                0.04707,             0.00098187,             0.00098187,             0.00098187
                     16,                0.35145,                0.69744,                0.04729,                0.47735,                0.25655,                0.19694,                0.12935,                0.40128,                 1.1962,                0.04002,             0.00096125,             0.00096125,             0.00096125
                     17,                 0.3332,                0.60705,                0.05016,                0.68186,                0.18056,                0.12573,                0.07074,                0.47632,                 1.2418,                0.06012,             0.00094062,             0.00094062,             0.00094062
                     18,                0.34637,                0.57612,                0.06555,                0.71492,                0.28522,                0.19546,                0.13702,                 0.4082,                 1.1686,                 0.0399,                0.00092,                0.00092,                0.00092
                     19,                0.30385,                0.58525,                0.04196,                0.73338,                0.27822,                0.17339,                0.11947,                0.38602,                 1.2057,                0.04301,             0.00089938,             0.00089938,             0.00089938
                     20,                0.35869,                0.55955,                0.06784,                0.71946,                0.23909,                0.14033,                0.08791,                0.46456,                 1.2788,                0.06864,             0.00087875,             0.00087875,             0.00087875
                     21,                0.26949,                0.63669,                0.03852,                0.45407,                0.20963,                0.15051,                0.10425,                0.53053,                 1.1435,                0.09626,             0.00085813,             0.00085813,             0.00085813
