epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,208.75,1.63633,50.1443,0.58936,3e-05,0.01705,2e-05,0,1.85594,12.9057,0.86011,0.000276375,0.000276375,0.000276375
2,415.512,1.34013,7.14523,0.48512,0.00012,0.0625,0.00032,0.00018,0.88665,8.01141,0.26095,0.000547186,0.000547186,0.000547186
3,613.443,0.54765,2.13335,0.14174,0.00018,0.03409,0.0005,0.00032,1.59322,3.29141,0.73447,0.000811124,0.000811124,0.000811124
4,815.947,0.6101,1.63728,0.15092,nan,0.01705,0.0015,0.00063,nan,nan,nan,0.000802075,0.000802075,0.000802075
5,1008.15,0.53101,2.17746,0.1718,nan,0.0973,0.00489,0.00319,nan,nan,nan,0.000791767,0.000791767,0.000791767
6,1206.92,0.97939,1.1688,0.39841,0.00137,0.10298,0.01174,0.00994,1.26065,1.32483,0.61587,0.000781458,0.000781458,0.000781458
7,1404.64,0.40088,1.93463,0.08325,0.25985,0.12864,0.00673,0.00384,0.33253,2.26946,0.0543,0.00077115,0.00077115,0.00077115
8,1593.88,0.32041,2.12511,0.06218,0.25092,0.11932,0.00803,0.00253,0.23694,2.21461,0.04025,0.000760841,0.000760841,0.000760841
9,1793.08,0.259,2.17131,0.04406,nan,0.14449,0.00975,0.00684,nan,nan,nan,0.000750533,0.000750533,0.000750533
10,1986.25,0.29729,1.96634,0.06386,0.12664,0.125,0.05499,0.03998,0.25915,1.81721,0.04297,0.000740225,0.000740225,0.000740225
11,2185.34,0.3197,1.63133,0.04844,0.51601,0.10227,0.02019,0.01395,0.29951,1.54855,0.04638,0.000729916,0.000729916,0.000729916
12,2386.99,0.35675,1.33557,0.0632,0.51826,0.07955,0.02651,0.01982,0.32565,1.4181,0.06084,0.000719608,0.000719608,0.000719608
13,2584.66,0.32209,1.25338,0.05952,0.14026,0.09375,0.01541,0.01266,0.43984,1.22301,0.14242,0.000709299,0.000709299,0.000709299
14,2775.61,0.38174,1.2478,0.09715,0.26109,0.20548,0.09,0.06864,0.34818,1.41067,0.07176,0.000698991,0.000698991,0.000698991
15,2973.91,0.25433,1.26799,0.04077,0.32271,0.14227,0.06844,0.04835,0.37272,1.18732,0.07391,0.000688683,0.000688683,0.000688683
16,3169.01,0.28364,1.26336,0.04211,0.52787,0.09091,0.05206,0.03911,0.26664,1.26387,0.04577,0.000678374,0.000678374,0.000678374
17,3363.58,0.31549,1.14786,0.06073,0.44519,0.16974,0.08353,0.06388,0.28472,1.23394,0.04945,0.000668066,0.000668066,0.000668066
18,3552.27,0.30299,1.11135,0.05374,0.32639,0.15782,0.09695,0.07161,0.26798,1.21062,0.04221,0.000657758,0.000657758,0.000657758
19,3745.86,0.26976,1.10936,0.04988,0.33418,0.16761,0.11166,0.08471,0.27266,1.21171,0.04394,0.000647449,0.000647449,0.000647449
20,3939.82,0.25583,1.05276,0.03378,0.3365,0.15767,0.10706,0.07855,0.36467,1.10163,0.07485,0.000637141,0.000637141,0.000637141
21,4129.65,0.2886,1.03596,0.04216,0.32522,0.17915,0.13765,0.10394,0.29872,1.19602,0.05062,0.000626832,0.000626832,0.000626832
22,4327.2,0.2748,0.93317,0.04161,0.46921,0.23722,0.2076,0.15594,0.84954,0.81407,0.2587,0.000616524,0.000616524,0.000616524
23,4520.86,0.25168,0.91805,0.03515,0.60732,0.36931,0.29984,0.22533,0.28342,1.04802,0.05139,0.000606216,0.000606216,0.000606216
24,4714.65,0.2382,0.93002,0.03862,0.54615,0.35968,0.30944,0.25403,0.29533,1.01803,0.05147,0.000595907,0.000595907,0.000595907
25,4906.45,0.2626,0.87876,0.04094,nan,0.47541,0.32882,0.24182,nan,nan,nan,0.000585599,0.000585599,0.000585599
26,5094.6,0.2589,0.86666,0.04027,nan,0.46066,0.27905,0.21528,nan,nan,nan,0.000575291,0.000575291,0.000575291
27,5285.46,0.26128,0.90655,0.0401,0.8001,0.47642,0.46866,0.35535,0.29609,0.87151,0.04985,0.000564982,0.000564982,0.000564982
28,5477.59,0.28617,0.81243,0.04535,0.39057,0.53634,0.47391,0.38063,0.27953,0.85575,0.04851,0.000554674,0.000554674,0.000554674
29,5671.73,0.23938,0.82377,0.03682,nan,0.52078,0.41475,0.34308,nan,nan,nan,0.000544365,0.000544365,0.000544365
30,5860.31,0.23703,0.82218,0.03252,0.60798,0.47581,0.42937,0.34809,0.27571,0.93142,0.04664,0.000534057,0.000534057,0.000534057
31,6047.52,0.25106,0.79991,0.0402,nan,0.56966,0.41243,0.32493,nan,nan,nan,0.000523749,0.000523749,0.000523749
32,6238.79,0.23785,0.77879,0.0371,0.80359,0.40605,0.4346,0.35118,0.30537,0.90783,0.05546,0.00051344,0.00051344,0.00051344
33,6426.14,0.21195,0.76644,0.03215,0.64577,0.48769,0.50208,0.40182,0.30688,0.7452,0.0544,0.000503132,0.000503132,0.000503132
