epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
34,6618.2,0.25594,0.74867,0.03727,0.56721,0.48875,0.51193,0.40081,0.28068,0.92783,0.04315,0.000492824,0.000492824,0.000492824
35,6810.07,0.22385,0.83568,0.03074,0.53318,0.51859,0.54026,0.42231,0.27735,0.96677,0.04286,0.000482515,0.000482515,0.000482515
36,7002.42,0.23875,0.81108,0.03325,nan,0.53949,0.45302,0.34902,nan,nan,nan,0.000472207,0.000472207,0.000472207
37,7190.41,0.22327,0.7438,0.02876,0.71303,0.47433,0.46218,0.36569,0.44686,0.84467,0.07277,0.000461898,0.000461898,0.000461898
38,7378.24,0.24374,0.65144,0.04192,0.79118,0.48352,0.47204,0.38026,0.32529,0.84994,0.05845,0.00045159,0.00045159,0.00045159
39,7567.1,0.21647,0.684,0.02997,nan,0.57299,0.50206,0.40819,nan,nan,nan,0.000441282,0.000441282,0.000441282
40,7755.57,0.21112,0.73256,0.02874,nan,0.29647,0.27266,0.22908,nan,nan,nan,0.000430973,0.000430973,0.000430973
41,7942.92,0.20027,0.66343,0.02712,nan,0.39569,0.34229,0.26692,nan,nan,nan,0.000420665,0.000420665,0.000420665
42,8133.17,0.21013,0.60483,0.02651,0.65615,0.50301,0.48967,0.39472,0.6306,0.78553,0.1711,0.000410357,0.000410357,0.000410357
43,8320.67,0.20077,0.68873,0.02561,0.66815,0.47604,0.48525,0.3953,0.47379,0.84831,0.12889,0.000400048,0.000400048,0.000400048
44,8508.88,0.21313,0.61852,0.03021,nan,0.44696,0.38269,0.30313,nan,nan,nan,0.00038974,0.00038974,0.00038974
45,8698.13,0.182,0.55674,0.02558,nan,0.43279,0.37709,0.28662,nan,nan,nan,0.000379431,0.000379431,0.000379431
46,8886.44,0.18897,0.57332,0.0266,nan,0.40126,0.34549,0.26863,nan,nan,nan,0.000369123,0.000369123,0.000369123
47,9074.28,0.19493,0.65592,0.02393,nan,0.58481,0.46524,0.3793,nan,nan,nan,0.000358815,0.000358815,0.000358815
48,9262.75,0.17632,0.61112,0.02388,nan,0.5389,0.42102,0.33348,nan,nan,nan,0.000348506,0.000348506,0.000348506
49,9451.16,0.20532,0.67307,0.02648,nan,0.49027,0.38821,0.31481,nan,nan,nan,0.000338198,0.000338198,0.000338198
50,9639.44,0.19039,0.57365,0.026,nan,0.52478,0.448,0.35126,nan,nan,nan,0.00032789,0.00032789,0.00032789
51,9828.77,0.19931,0.51749,0.02999,nan,0.62134,0.50047,0.40277,nan,nan,nan,0.000317581,0.000317581,0.000317581
52,10022.4,0.1918,0.53842,0.02237,nan,0.63131,0.48511,0.39315,nan,nan,nan,0.000307273,0.000307273,0.000307273
53,10211.3,0.18301,0.49711,0.02362,nan,0.53015,0.45642,0.37369,nan,nan,nan,0.000296964,0.000296964,0.000296964
54,10398.6,0.17343,0.49372,0.02349,nan,0.57719,0.51288,0.42264,nan,nan,nan,0.000286656,0.000286656,0.000286656
55,10587.1,0.17804,0.47793,0.02254,nan,0.60771,0.46666,0.37086,nan,nan,nan,0.000276348,0.000276348,0.000276348
56,10775.8,0.18658,0.50325,0.02565,nan,0.58072,0.43943,0.34498,nan,nan,nan,0.000266039,0.000266039,0.000266039
57,10963.2,0.19149,0.49985,0.0263,nan,0.54311,0.42959,0.33879,nan,nan,nan,0.000255731,0.000255731,0.000255731
58,11151.4,0.20437,0.48838,0.02488,nan,0.51209,0.41902,0.32951,nan,nan,nan,0.000245423,0.000245423,0.000245423
59,11338.6,0.1793,0.47509,0.02262,nan,0.43644,0.33788,0.28191,nan,nan,nan,0.000235114,0.000235114,0.000235114
60,11527.2,0.17002,0.43148,0.0243,nan,0.41951,0.3301,0.27513,nan,nan,nan,0.000224806,0.000224806,0.000224806
61,11715.2,0.16641,0.47019,0.02303,nan,0.41956,0.35841,0.29639,nan,nan,nan,0.000214497,0.000214497,0.000214497
62,11906.9,0.17022,0.48124,0.02286,nan,0.49351,0.41938,0.33507,nan,nan,nan,0.000204189,0.000204189,0.000204189
63,12095.2,0.19308,0.44023,0.02726,nan,0.46212,0.38305,0.32715,nan,nan,nan,0.000193881,0.000193881,0.000193881
64,12283.8,0.17271,0.46622,0.02106,nan,0.4465,0.388,0.31965,nan,nan,nan,0.000183572,0.000183572,0.000183572
65,12472.7,0.16915,0.48344,0.02319,nan,0.43883,0.36198,0.30169,nan,nan,nan,0.000173264,0.000173264,0.000173264
66,12661.4,0.16645,0.3925,0.02213,nan,0.4703,0.39908,0.33378,nan,nan,nan,0.000162956,0.000162956,0.000162956
67,12849,0.16281,0.37757,0.02138,nan,0.31218,0.28375,0.23597,nan,nan,nan,0.000152647,0.000152647,0.000152647
68,13036.9,0.16466,0.40968,0.02154,nan,0.37567,0.32102,0.26922,nan,nan,nan,0.000142339,0.000142339,0.000142339
69,13225.2,0.16255,0.39674,0.02109,nan,0.41385,0.34536,0.28642,nan,nan,nan,0.000132031,0.000132031,0.000132031
70,13413.3,0.1613,0.40322,0.01948,nan,0.42646,0.32867,0.27359,nan,nan,nan,0.000121722,0.000121722,0.000121722
71,13597,0.15224,0.32225,0.01955,nan,0.49487,0.38636,0.30958,nan,nan,nan,0.000111414,0.000111414,0.000111414
72,13781.3,0.1398,0.29297,0.01762,nan,0.47779,0.35561,0.29048,nan,nan,nan,0.000101105,0.000101105,0.000101105
73,13962,0.13544,0.3035,0.01664,nan,0.37313,0.3339,0.271,nan,nan,nan,9.0797e-05,9.0797e-05,9.0797e-05
74,14142.3,0.12702,0.26697,0.01592,nan,0.52517,0.4248,0.34704,nan,nan,nan,8.04886e-05,8.04886e-05,8.04886e-05
75,14322.5,0.11906,0.26585,0.01487,nan,0.37692,0.31963,0.2568,nan,nan,nan,7.01802e-05,7.01802e-05,7.01802e-05
76,14502.7,0.11441,0.2511,0.01432,nan,0.49168,0.381,0.3124,nan,nan,nan,5.98719e-05,5.98719e-05,5.98719e-05
77,14682.9,0.11178,0.24708,0.0138,nan,0.48386,0.37457,0.30195,nan,nan,nan,4.95635e-05,4.95635e-05,4.95635e-05
78,14863.3,0.11069,0.2516,0.01369,nan,0.42972,0.34385,0.27906,nan,nan,nan,3.92551e-05,3.92551e-05,3.92551e-05
79,15043.5,0.10502,0.23026,0.01321,nan,0.49949,0.39747,0.32036,nan,nan,nan,2.89468e-05,2.89468e-05,2.89468e-05
80,15224,0.10573,0.22595,0.01292,nan,0.49449,0.38566,0.31419,nan,nan,nan,1.86384e-05,1.86384e-05,1.86384e-05
