epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,218.505,1.63659,67.5871,1.78268,0.24982,0.05083,0.14969,0.09813,2.21363,27.0127,1.96641,0.000415287,0.000415287,0.000415287
2,317.189,1.66558,59.8649,1.83309,0.15642,0.08775,0.09965,0.07653,2.27702,26.7016,2.03225,0.000821658,0.000821658,0.000821658
3,415.617,1.79167,53.223,1.96819,0.18054,0.13264,0.12922,0.10124,2.24466,22.4497,2.07285,0.00121772,0.00121772,0.00121772
4,513.777,1.68694,47.8067,1.90164,0.15474,0.17261,0.12326,0.09813,2.30114,15.5533,2.07513,0.00120359,0.00120359,0.00120359
5,611.937,1.70257,41.8394,1.88138,0.20486,0.10749,0.13583,0.1066,2.36587,9.46608,2.1248,0.00118812,0.00118812,0.00118812
6,710.365,1.66722,37.2816,1.88177,0.19138,0.14392,0.14763,0.11453,2.27252,5.53009,2.09698,0.00117266,0.00117266,0.00117266
7,809.125,1.63359,33.1102,1.9257,0.18647,0.15189,0.144,0.10722,2.37795,4.70814,2.13292,0.00115719,0.00115719,0.00115719
8,906.985,1.58485,29.4687,1.88361,0.223,0.16855,0.16627,0.1258,2.33306,4.39103,2.08427,0.00114172,0.00114172,0.00114172
9,1004.79,1.4953,26.3387,1.8741,0.18738,0.17106,0.1591,0.11753,2.29485,4.19955,2.07602,0.00112625,0.00112625,0.00112625
10,1103.15,1.49823,23.9606,1.83248,0.21348,0.20304,0.1761,0.13887,2.28019,3.95707,2.06432,0.00111078,0.00111078,0.00111078
11,1201.76,1.45926,20.1005,1.82725,0.20994,0.22434,0.18549,0.13868,2.30215,4.1344,2.08786,0.00109531,0.00109531,0.00109531
12,1300.56,1.465,17.5001,1.87502,0.21377,0.21113,0.17805,0.1423,2.2086,4.1597,2.07558,0.00107984,0.00107984,0.00107984
13,1399.11,1.40882,17.1299,1.77873,0.4333,0.24402,0.30448,0.25327,2.20088,4.37589,2.05433,0.00106437,0.00106437,0.00106437
14,1497.67,1.43928,14.8191,1.7659,0.3311,0.297,0.2891,0.22022,2.17659,3.63234,2.07804,0.00104891,0.00104891,0.00104891
15,1595.79,1.46373,13.1265,1.81192,0.46238,0.23645,0.31445,0.24779,2.33879,4.27739,2.12074,0.00103344,0.00103344,0.00103344
16,1694.41,1.46245,11.7266,1.80663,0.29115,0.33139,0.26825,0.20402,2.34404,3.95345,2.12224,0.00101797,0.00101797,0.00101797
17,1793.18,1.41356,10.9205,1.74811,0.21654,0.24685,0.19519,0.14802,2.28307,3.81575,2.09618,0.0010025,0.0010025,0.0010025
18,1892.09,1.38417,9.71747,1.79617,0.35248,0.21952,0.25532,0.19543,2.10078,3.75054,2.06057,0.000987031,0.000987031,0.000987031
19,1990.31,1.40963,8.74349,1.78687,0.26879,0.31997,0.25498,0.18474,2.30593,4.06574,2.1188,0.000971562,0.000971562,0.000971562
