epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,7256.36,0.94199,0.60959,1.61469,0.4037,0.36218,0.33713,0.26819,2.14694,4.58676,2.07274,0.000275469,0.000275469,0.000275469
65,7368.3,0.93832,0.64523,1.63059,0.42594,0.44197,0.37592,0.29949,2.17943,4.4554,2.08457,0.00026,0.00026,0.00026
66,7480.24,0.88957,0.56619,1.64399,0.5336,0.43979,0.43521,0.33877,2.14308,4.16991,2.07963,0.000244531,0.000244531,0.000244531
67,7591.02,0.87991,0.56533,1.63085,0.55057,0.4028,0.41981,0.33031,2.12384,4.14143,2.06854,0.000229063,0.000229063,0.000229063
68,7702.35,0.87303,0.59018,1.63194,0.51323,0.38785,0.39722,0.31793,2.14864,4.22418,2.06148,0.000213594,0.000213594,0.000213594
69,7813.44,0.8954,0.58467,1.62872,0.41984,0.43126,0.40724,0.31369,2.14302,4.29512,2.07463,0.000198125,0.000198125,0.000198125
70,7931.97,0.87093,0.61229,1.62392,0.58551,0.38819,0.42493,0.3315,2.13087,4.23421,2.07149,0.000182656,0.000182656,0.000182656
71,8038.88,0.81347,0.53332,1.61221,0.53232,0.40312,0.41485,0.32441,2.14474,4.25579,2.07114,0.000167188,0.000167188,0.000167188
72,8142.91,0.78212,0.50192,1.60002,0.43328,0.43193,0.40264,0.31844,2.1457,4.3623,2.07069,0.000151719,0.000151719,0.000151719
73,8245.42,0.75541,0.47259,1.58803,0.43986,0.41244,0.3842,0.30989,2.14386,4.44924,2.07249,0.00013625,0.00013625,0.00013625
74,8348.7,0.73656,0.45067,1.58399,0.41997,0.4279,0.38677,0.30824,2.14153,4.54011,2.07318,0.000120781,0.000120781,0.000120781
75,8451.96,0.71405,0.45486,1.57839,0.43019,0.41456,0.38131,0.30669,2.13656,4.53425,2.0807,0.000105312,0.000105312,0.000105312
76,8555.1,0.68726,0.4241,1.57912,0.42744,0.41805,0.37893,0.30666,2.14039,4.57938,2.08186,8.98437e-05,8.98437e-05,8.98437e-05
77,8657.57,0.68508,0.43532,1.57529,0.42731,0.41244,0.3846,0.30905,2.1309,4.58542,2.07705,7.4375e-05,7.4375e-05,7.4375e-05
78,8760.72,0.66693,0.41768,1.56692,0.50634,0.37506,0.38861,0.31441,2.14315,4.65236,2.08434,5.89062e-05,5.89062e-05,5.89062e-05
79,8863.64,0.66694,0.41615,1.5694,0.49025,0.38363,0.38384,0.31075,2.1349,4.60355,2.07544,4.34375e-05,4.34375e-05,4.34375e-05
80,8966.53,0.66036,0.39611,1.56963,0.48231,0.39523,0.38911,0.31268,2.14133,4.60453,2.08139,2.79687e-05,2.79687e-05,2.79687e-05
