                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                   1.59,                 56.803,                0.52797,                      0,                      0,                      0,                      0,                 1.9821,                 11.487,                0.67798,             0.00027638,             0.00027638,             0.00027638
                      2,                 1.0594,                 5.7072,                 0.3411,                0.00046,                   0.17,                0.00109,                0.00071,                0.38315,                 3.1238,                0.08568,             0.00054856,             0.00054856,             0.00054856
                      3,                0.54053,                 1.9377,                0.13805,                0.00011,                0.10795,                0.00816,                0.00655,                0.83366,                 1.8657,                0.36845,             0.00081524,             0.00081524,             0.00081524
                      4,                0.94322,                  1.549,                0.29834,                0.37608,                0.11932,                0.00207,                0.00167,                0.30143,                 2.1536,                0.05736,             0.00080826,             0.00080826,             0.00080826
                      5,                0.49246,                 1.7918,                0.11113,                0.01304,                0.14773,                0.02905,                0.01949,                0.77342,                 1.4607,                0.47252,             0.00080826,             0.00080826,             0.00080826
                      6,                0.50613,                 1.7627,                0.13062,                 0.1348,                0.14489,                0.01049,                0.00525,                0.60191,                 1.7251,                0.14919,             0.00080001,             0.00080001,             0.00080001
                      7,                0.47756,                 1.7115,                 0.0961,                0.01236,                0.11295,                0.01457,                0.01151,                0.22234,                  2.271,                0.02884,             0.00079177,             0.00079177,             0.00079177
                      8,                0.32766,                 1.7439,                0.07546,                0.25972,                  0.125,                0.02372,                0.01946,                0.23481,                 1.7449,                0.03315,             0.00078352,             0.00078352,             0.00078352
                      9,                0.33826,                 1.3737,                0.06787,                0.31264,                0.16761,                0.05728,                0.03342,                0.27604,                 1.3436,                0.04158,             0.00077527,             0.00077527,             0.00077527
                     10,                0.39383,                 1.2588,                0.08009,                0.43726,                0.11222,                0.04333,                0.03427,                0.36467,                 1.2209,                  0.054,             0.00076703,             0.00076703,             0.00076703
                     11,                0.38725,                 1.2518,                0.07441,                0.39587,                0.11364,                0.06463,                0.04309,                0.32809,                 1.3096,                0.05098,             0.00075878,             0.00075878,             0.00075878
                     12,                0.38323,                 1.2739,                0.07161,                0.41222,                0.12926,                0.04408,                0.02971,                0.28534,                 1.3457,                 0.0482,             0.00075053,             0.00075053,             0.00075053
                     13,                0.29227,                 1.2386,                0.04617,                0.18385,                0.11435,                0.04567,                0.03359,                0.27777,                 1.3176,                0.04278,             0.00074229,             0.00074229,             0.00074229
                     14,                0.36357,                 1.1744,                0.06822,                0.22839,                0.15474,                0.09562,                0.07304,                0.26562,                 1.3089,                0.03933,             0.00073404,             0.00073404,             0.00073404
                     15,                0.27783,                 1.1912,                0.04161,                0.33343,                0.16156,                  0.055,                0.04136,                0.24163,                 1.3304,                0.03607,             0.00072579,             0.00072579,             0.00072579
                     16,                0.35072,                 1.1881,                0.04995,                0.04122,                0.11901,                0.03137,                0.02464,                0.25613,                 1.3545,                0.04559,             0.00071755,             0.00071755,             0.00071755
