epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3412.58,0.49838,0.41629,0.81066,0.54438,0.51566,0.47537,0.38453,1.01986,1.81113,0.97018,0.000404375,0.000404375,0.000404375
43,3492.96,0.4609,0.38742,0.79461,0.55889,0.53884,0.4783,0.38369,1.01604,1.96685,0.95941,0.00038375,0.00038375,0.00038375
44,3573.5,0.46022,0.35609,0.77779,0.52889,0.60659,0.50753,0.38764,1.00064,1.87291,0.96049,0.000363125,0.000363125,0.000363125
45,3654.33,0.46283,0.37647,0.79458,0.53888,0.66176,0.53758,0.40399,1.00673,1.80117,0.96508,0.0003425,0.0003425,0.0003425
46,3736.4,0.48147,0.39776,0.81441,0.47855,0.67268,0.52387,0.39473,1.00565,1.99386,0.96909,0.000321875,0.000321875,0.000321875
47,3817,0.45017,0.36259,0.78906,0.5399,0.55375,0.49512,0.38199,1.01367,1.86436,0.97427,0.00030125,0.00030125,0.00030125
48,3897.37,0.4543,0.36237,0.79902,0.49591,0.58227,0.49194,0.38578,1.00313,1.81872,0.96887,0.000280625,0.000280625,0.000280625
49,3978.02,0.4539,0.37077,0.79203,0.53873,0.55278,0.48664,0.38542,1.00775,1.81737,0.96599,0.00026,0.00026,0.00026
50,4058.41,0.45361,0.36473,0.79442,0.50379,0.59827,0.49854,0.39859,0.99199,1.85555,0.95996,0.000239375,0.000239375,0.000239375
51,4135.52,0.42921,0.3322,0.78918,0.48976,0.61005,0.52105,0.41199,1.00094,1.88908,0.96033,0.00021875,0.00021875,0.00021875
52,4213.44,0.40865,0.31093,0.78569,0.487,0.61727,0.50007,0.38967,1.00212,1.96579,0.9643,0.000198125,0.000198125,0.000198125
53,4288.44,0.39027,0.30151,0.783,0.48254,0.56345,0.47607,0.38128,1.00451,2.00145,0.97029,0.0001775,0.0001775,0.0001775
54,4363.54,0.36176,0.2825,0.77795,0.46973,0.55503,0.46971,0.37646,0.98995,1.99959,0.96898,0.000156875,0.000156875,0.000156875
55,4438.75,0.34584,0.27912,0.77521,0.48106,0.56888,0.48111,0.37665,0.97782,1.95064,0.96582,0.00013625,0.00013625,0.00013625
56,4513.85,0.33816,0.26789,0.77317,0.47641,0.58131,0.48324,0.38074,0.98704,1.92215,0.96613,0.000115625,0.000115625,0.000115625
57,4588.81,0.32933,0.25809,0.77241,0.51335,0.55461,0.4793,0.38188,0.97712,1.91503,0.96561,9.5e-05,9.5e-05,9.5e-05
58,4664.04,0.32106,0.24988,0.77164,0.50431,0.56557,0.48587,0.38478,0.98274,1.90722,0.96752,7.4375e-05,7.4375e-05,7.4375e-05
59,4739.26,0.31039,0.23893,0.77005,0.53474,0.55321,0.48909,0.39214,0.98487,1.91584,0.96929,5.375e-05,5.375e-05,5.375e-05
60,4814.27,0.30118,0.2456,0.7698,0.51249,0.54523,0.48233,0.38579,0.98461,1.9686,0.96859,3.3125e-05,3.3125e-05,3.3125e-05
