epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,142.847,1.89492,48.9613,0.7497,0.00015,0.02,9e-05,3e-05,2.0545,11.0643,1.11032,0.000276375,0.000276375,0.000276375
2,283.329,1.64927,4.89014,0.67692,0.00015,0.08239,0.00016,0.00011,1.04628,1.95113,0.3004,0.000548557,0.000548557,0.000548557
3,414.85,1.06072,1.45516,0.33848,0.00014,0.08,0.00031,0.00019,0.85814,1.96366,0.2672,0.000815241,0.000815241,0.000815241
4,545.509,1.41648,0.91143,0.42351,nan,0.07386,0.00887,0.00345,nan,nan,nan,0.00080826,0.00080826,0.00080826
5,677.338,1.20898,1.32765,0.46067,0.76478,0.01,0.00665,0.00274,nan,nan,nan,0.000800013,0.000800013,0.000800013
6,814.133,0.8492,1.54433,0.27148,0.37579,0.04688,0.00061,0.00031,0.78632,1.58176,0.15838,0.000791767,0.000791767,0.000791767
7,943.617,0.54231,1.57975,0.11225,nan,0.15696,0.00439,0.00319,nan,nan,nan,0.00078352,0.00078352,0.00078352
8,1077.22,0.36139,1.82598,0.06731,nan,0.10795,0.00682,0.00324,nan,nan,nan,0.000775273,0.000775273,0.000775273
9,1206.65,0.31513,1.98457,0.05845,0.3762,0.095,0.00634,0.00529,nan,nan,nan,0.000767026,0.000767026,0.000767026
10,1336.2,0.29814,1.87247,0.06133,0.52255,0.31372,0.07338,0.05493,0.41186,1.58238,0.08383,0.00075878,0.00075878,0.00075878
11,1468.32,0.29554,1.77108,0.04922,nan,0.08523,0.04251,0.02692,nan,nan,nan,0.000750533,0.000750533,0.000750533
12,1601.77,0.3189,1.45594,0.04548,0.90652,0.09659,0.07288,0.05646,0.49839,1.2201,0.10715,0.000742286,0.000742286,0.000742286
13,1737.1,0.28951,1.23297,0.04725,0.90755,0.09091,0.07207,0.05765,0.30774,1.20604,0.0468,0.00073404,0.00073404,0.00073404
14,1873.34,0.32809,1.23059,0.05975,0.51705,0.1,0.02901,0.02259,0.3639,1.46957,0.09014,0.000725793,0.000725793,0.000725793
15,2001.38,0.30016,1.27502,0.04629,0.4756,0.2213,0.14358,0.11127,0.25948,1.31679,0.04687,0.000717546,0.000717546,0.000717546
16,2132.47,0.30659,1.27319,0.04907,0.70379,0.14631,0.09942,0.07943,0.26884,1.29745,0.03817,0.000709299,0.000709299,0.000709299
17,2260.67,0.26129,1.21097,0.03909,0.69142,0.23545,0.13769,0.10451,0.45039,1.03536,0.11993,0.000701053,0.000701053,0.000701053
18,2396.19,0.28493,1.1406,0.04903,0.75108,0.33485,0.27676,0.20656,0.38664,1.08782,0.07485,0.000692806,0.000692806,0.000692806
19,2532.98,0.25898,1.14347,0.04003,0.43074,0.28341,0.17353,0.13021,0.37327,1.06063,0.05733,0.000684559,0.000684559,0.000684559
20,2667.62,0.25899,1.04115,0.03484,0.60328,0.2358,0.14366,0.10554,0.27888,1.14217,0.04141,0.000676313,0.000676313,0.000676313
21,2794.87,0.29807,1.07537,0.05604,0.56937,0.35102,0.23353,0.17606,0.23442,1.1772,0.03635,0.000668066,0.000668066,0.000668066
22,2925.46,0.27337,0.96163,0.0593,0.69932,0.28531,0.21102,0.15177,0.25678,1.08513,0.03519,0.000659819,0.000659819,0.000659819
23,3053.15,0.26415,0.96182,0.04045,0.75365,0.34909,0.28778,0.22568,0.25015,1.05682,0.03793,0.000651573,0.000651573,0.000651573
24,3188.98,0.25153,0.93799,0.04039,0.7247,0.48536,0.38859,0.31302,0.29698,1.05049,0.04725,0.000643326,0.000643326,0.000643326
25,3322.7,0.23891,0.9185,0.03225,0.73802,0.47691,0.41636,0.34084,0.26161,1.01053,0.04038,0.000635079,0.000635079,0.000635079
26,3452.92,0.22967,0.87035,0.03481,0.7388,0.50596,0.44459,0.36286,0.25631,1.04718,0.03793,0.000626832,0.000626832,0.000626832
27,3583.36,0.2367,0.92486,0.03271,0.7296,0.44741,0.38984,0.31905,0.3435,1.09988,0.08751,0.000618586,0.000618586,0.000618586
28,3710.31,0.2378,0.82108,0.03419,0.80349,0.50963,0.43558,0.34847,0.30281,0.92933,0.06063,0.000610339,0.000610339,0.000610339
29,3837.93,0.21355,0.73527,0.03438,0.69483,0.46159,0.41212,0.32226,0.26992,1.03017,0.04489,0.000602092,0.000602092,0.000602092
30,3965.83,0.23131,0.84686,0.03169,0.79485,0.49529,0.44484,0.36411,0.31797,0.92938,0.06372,0.000593846,0.000593846,0.000593846
31,4098.91,0.21825,0.67631,0.03137,0.64286,0.48993,0.45747,0.37267,0.25521,0.90396,0.03842,0.000585599,0.000585599,0.000585599
32,4229.82,0.21055,0.72207,0.02965,0.77359,0.51138,0.46946,0.38675,0.2687,0.92086,0.0468,0.000577352,0.000577352,0.000577352
33,4360.64,0.20446,0.64854,0.02903,0.66864,0.5329,0.53152,0.39874,0.29545,0.9072,0.04545,0.000569106,0.000569106,0.000569106
34,4489.74,0.24422,0.81152,0.03718,0.64641,0.49697,0.50831,0.4048,0.38728,0.79758,0.07757,0.000560859,0.000560859,0.000560859
35,4618.64,0.21455,0.74276,0.02968,0.68167,0.52019,0.51446,0.4026,0.27401,0.87372,0.04363,0.000552612,0.000552612,0.000552612
36,4746.15,0.24163,0.71904,0.03556,0.74907,0.53998,0.52875,0.43609,0.26258,0.73839,0.04135,0.000544365,0.000544365,0.000544365
37,4875.62,0.19744,0.68659,0.02476,0.73936,0.54072,0.54684,0.44703,0.24508,0.78549,0.03972,0.000536119,0.000536119,0.000536119
38,5005.07,0.19673,0.55892,0.02425,0.69913,0.53272,0.50868,0.40476,0.23522,0.83221,0.03414,0.000527872,0.000527872,0.000527872
39,5132.75,0.19877,0.59779,0.02705,0.77527,0.57443,0.53036,0.42914,0.2423,0.9031,0.03933,0.000519625,0.000519625,0.000519625
40,5261.9,0.19602,0.67401,0.02599,0.67696,0.54113,0.49901,0.40163,0.25109,0.81473,0.03522,0.000511379,0.000511379,0.000511379
41,5387.7,0.18018,0.58737,0.02209,0.72471,0.58228,0.54415,0.42675,0.24436,0.89331,0.0367,0.000503132,0.000503132,0.000503132
42,5515.63,0.22206,0.59674,0.02857,0.74322,0.47802,0.52311,0.41599,0.247,0.88213,0.03511,0.000494885,0.000494885,0.000494885
43,5645.92,0.20177,0.69388,0.02604,0.74034,0.49449,0.50585,0.40543,0.2544,0.86289,0.03618,0.000486639,0.000486639,0.000486639
44,5773.85,0.2023,0.61226,0.02324,0.71211,0.53134,0.55764,0.45652,0.25179,0.80603,0.03873,0.000478392,0.000478392,0.000478392
45,5904.84,0.17169,0.54999,0.02218,0.68931,0.51286,0.51797,0.40684,0.25753,0.84428,0.03998,0.000470145,0.000470145,0.000470145
46,6033.02,0.17763,0.51118,0.02128,0.72467,0.58199,0.56946,0.45082,0.26297,0.74196,0.03991,0.000461898,0.000461898,0.000461898
47,6161.36,0.18237,0.55863,0.02375,0.74053,0.54583,0.53927,0.42717,0.24868,0.85817,0.03861,0.000453652,0.000453652,0.000453652
48,6289.32,0.17129,0.58001,0.02121,0.72723,0.48681,0.51871,0.41977,0.24408,0.80964,0.03686,0.000445405,0.000445405,0.000445405
49,6417.81,0.18537,0.54947,0.0231,0.70578,0.50354,0.48201,0.38157,0.25468,0.90337,0.03764,0.000437158,0.000437158,0.000437158
50,6545.19,0.17507,0.50676,0.02242,0.64942,0.56094,0.50985,0.40604,0.24135,0.87781,0.03677,0.000428912,0.000428912,0.000428912
51,6672.38,0.18744,0.45858,0.02502,0.7256,0.55226,0.55885,0.44359,0.26694,0.78103,0.03893,0.000420665,0.000420665,0.000420665
52,6801.53,0.18453,0.4681,0.02405,0.71652,0.56384,0.55086,0.44176,0.24172,0.86637,0.03484,0.000412418,0.000412418,0.000412418
53,6929.22,0.16715,0.43717,0.01937,0.74216,0.59193,0.56703,0.45976,0.23957,0.81234,0.03501,0.000404172,0.000404172,0.000404172
54,7058.86,0.1695,0.43564,0.02065,0.7167,0.54809,0.54772,0.44125,0.24352,0.77742,0.03776,0.000395925,0.000395925,0.000395925
55,7188.27,0.16127,0.39766,0.01934,0.74926,0.55547,0.54829,0.44,0.22441,0.85983,0.03666,0.000387678,0.000387678,0.000387678
56,7318.29,0.17367,0.4371,0.02238,0.82958,0.5412,0.52323,0.41616,0.22535,0.93121,0.03156,0.000379431,0.000379431,0.000379431
57,7446.22,0.16551,0.37323,0.02345,0.73089,0.50551,0.5069,0.40537,0.23628,0.93723,0.03527,0.000371185,0.000371185,0.000371185
58,7574.1,0.16184,0.37526,0.01852,0.69531,0.5764,0.52701,0.42479,0.23411,0.93331,0.03608,0.000362938,0.000362938,0.000362938
59,7700.72,0.15592,0.46585,0.01776,0.66613,0.56867,0.52102,0.42898,0.23556,0.97212,0.03912,0.000354691,0.000354691,0.000354691
60,7829.07,0.14344,0.34944,0.01726,0.68036,0.49628,0.49957,0.41535,0.23649,0.9459,0.03855,0.000346445,0.000346445,0.000346445
61,7955.89,0.16009,0.37096,0.02389,0.65631,0.52414,0.50368,0.41282,0.23661,0.91609,0.04059,0.000338198,0.000338198,0.000338198
62,8086.12,0.1573,0.40059,0.0193,0.66454,0.56769,0.52518,0.42477,0.24796,0.93639,0.03819,0.000329951,0.000329951,0.000329951
63,8213.85,0.16522,0.38677,0.02013,0.71096,0.57366,0.56591,0.45564,0.25,0.82234,0.03778,0.000321705,0.000321705,0.000321705
64,8341.03,0.16011,0.37568,0.01882,0.70418,0.58459,0.57738,0.47045,0.25947,0.82912,0.04272,0.000313458,0.000313458,0.000313458
65,8470.71,0.15843,0.4921,0.01988,0.70098,0.56877,0.55507,0.46035,0.24322,0.84282,0.036,0.000305211,0.000305211,0.000305211
66,8597.96,0.14409,0.3424,0.01641,0.70995,0.54604,0.54212,0.43543,0.24011,0.95485,0.03645,0.000296964,0.000296964,0.000296964
