epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,509.961,0.81721,1.91057,0.89255,0.87214,0.88146,0.91263,0.70568,0.82501,0.75834,0.89883,0.000665465,0.000665465,0.000665465
2,1014.09,0.80471,0.7549,0.88712,0.85531,0.87842,0.92129,0.7315,0.75753,0.6852,0.87516,0.000892529,0.000892529,0.000892529
3,1517.38,0.73891,0.61451,0.87337,0.90029,0.90426,0.93554,0.77615,0.68351,0.53026,0.85256,0.000679592,0.000679592,0.000679592
