epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,97.0645,0.97152,8.24588,0.92015,0.91842,0.82701,0.89488,0.68064,1.0014,2.66607,0.96487,0.000665448,0.000665448,0.000665448
2,190.989,1.01723,4.77506,0.95513,0.94041,0.86019,0.91153,0.68332,1.05343,1.57349,0.9874,0.00128815,0.00128815,0.00128815
3,284.927,0.97826,3.57621,0.95431,0.97256,0.75592,0.87227,0.66311,0.99563,1.47308,0.97698,0.00186686,0.00186686,0.00186686
4,378.301,0.94085,2.82142,0.93397,0.96067,0.81043,0.89798,0.69365,0.98341,0.97837,0.99726,0.001802,0.001802,0.001802
5,471.667,0.90395,2.08186,0.92937,0.94647,0.9218,0.93932,0.71878,0.97252,0.8392,0.97222,0.001736,0.001736,0.001736
6,565.046,0.87946,1.67886,0.92069,0.96721,0.83886,0.90436,0.70168,0.98293,0.81058,0.96857,0.00167,0.00167,0.00167
7,658.594,0.82963,1.392,0.90044,0.95822,0.81517,0.89546,0.70959,0.94141,0.74331,0.9645,0.001604,0.001604,0.001604
8,752.129,0.83211,1.17468,0.88308,0.95165,0.88626,0.9338,0.72864,0.91853,0.70434,0.94228,0.001538,0.001538,0.001538
9,846.164,0.83613,1.04294,0.90486,0.94898,0.88152,0.92991,0.72431,0.94528,0.75221,0.96158,0.001472,0.001472,0.001472
10,939.918,0.82402,0.94702,0.885,0.95431,0.891,0.93226,0.722,0.92643,0.69554,0.95891,0.001406,0.001406,0.001406
11,1033.27,0.82185,0.86109,0.8931,0.94595,0.91232,0.94095,0.73583,0.95133,0.70393,0.97787,0.00134,0.00134,0.00134
12,1126.95,0.78681,0.83286,0.87514,0.93267,0.88626,0.92839,0.71958,0.94999,0.70934,0.95019,0.001274,0.001274,0.001274
13,1219.86,0.77708,0.76925,0.88406,0.95918,0.891,0.93917,0.73222,0.93751,0.64588,0.95029,0.001208,0.001208,0.001208
14,1313.48,0.77977,0.73676,0.87433,0.96491,0.91232,0.94876,0.76311,0.90265,0.60528,0.93954,0.001142,0.001142,0.001142
15,1407.09,0.76051,0.69643,0.8599,0.96766,0.9218,0.9532,0.76149,0.93723,0.65031,0.94886,0.001076,0.001076,0.001076
16,1500.27,0.74614,0.66745,0.87309,0.95854,0.93128,0.95478,0.75402,0.91084,0.59816,0.93434,0.00101,0.00101,0.00101
17,1592.74,0.73399,0.63913,0.85322,0.96296,0.92417,0.95567,0.76158,0.90885,0.58144,0.95332,0.000944,0.000944,0.000944
18,1685.9,0.69394,0.60247,0.85584,0.95408,0.88626,0.93465,0.76355,0.90205,0.65226,0.9456,0.000878,0.000878,0.000878
19,1778.67,0.70513,0.58966,0.85503,0.93824,0.93602,0.95931,0.77865,0.86752,0.57203,0.93122,0.000812,0.000812,0.000812
20,1872.11,0.7067,0.58545,0.86909,0.94699,0.93128,0.95677,0.77825,0.86624,0.57243,0.92771,0.000746,0.000746,0.000746
21,1949.54,0.67585,0.57263,0.84689,0.96144,0.88626,0.93559,0.75904,0.86148,0.63152,0.93592,0.00068,0.00068,0.00068
22,2025.23,0.63796,0.53393,0.83378,0.97043,0.85545,0.92136,0.75953,0.87477,0.63191,0.93366,0.000614,0.000614,0.000614
23,2100.88,0.60775,0.50916,0.82716,0.95739,0.90521,0.94545,0.77228,0.8511,0.56616,0.9231,0.000548,0.000548,0.000548
24,2176.94,0.58172,0.47901,0.82081,0.97632,0.87915,0.93412,0.77037,0.85224,0.57071,0.92476,0.000482,0.000482,0.000482
25,2252.53,0.54604,0.45943,0.81488,0.95855,0.87678,0.93202,0.77245,0.84837,0.58722,0.92614,0.000416,0.000416,0.000416
26,2328.29,0.51503,0.43946,0.81104,0.96354,0.87678,0.93293,0.77118,0.83954,0.59134,0.92114,0.00035,0.00035,0.00035
27,2403.97,0.5067,0.42203,0.80487,0.96632,0.88389,0.93644,0.77106,0.84073,0.59266,0.91646,0.000284,0.000284,0.000284
28,2480.03,0.48115,0.40069,0.8031,0.96632,0.88389,0.93635,0.777,0.82996,0.58679,0.91684,0.000218,0.000218,0.000218
29,2555.91,0.46329,0.39152,0.79912,0.9673,0.84123,0.91584,0.76498,0.83975,0.65805,0.92296,0.000152,0.000152,0.000152
30,2631.85,0.44521,0.38691,0.79696,0.96316,0.8673,0.92817,0.77308,0.82987,0.59825,0.91984,8.6e-05,8.6e-05,8.6e-05
