epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,243.404,1.63659,67.5871,1.78268,0.24982,0.05083,0.14969,0.09813,2.21363,27.0127,1.96641,0.000415287,0.000415287,0.000415287
2,354.046,1.6708,59.8399,1.83664,0.25979,0.10945,0.16602,0.09852,2.30713,26.8804,2.02761,0.000818226,0.000818226,0.000818226
3,464.913,1.77685,53.555,1.97794,0.18445,0.10766,0.12228,0.09649,2.27671,22.4622,2.0818,0.00120742,0.00120742,0.00120742
4,574.851,1.67452,48.1459,1.89598,0.1657,0.1654,0.1347,0.10381,2.27891,15.8069,2.06138,0.00118812,0.00118812,0.00118812
5,685.496,1.65685,42.2493,1.86087,0.17076,0.1763,0.13773,0.09981,2.44728,10.3889,2.13318,0.0011675,0.0011675,0.0011675
6,795.003,1.63305,37.7353,1.87879,0.17784,0.15189,0.15562,0.11714,2.33648,5.47338,2.07764,0.00114688,0.00114688,0.00114688
7,905.525,1.57741,33.6009,1.91513,0.20459,0.14306,0.15025,0.11183,2.3464,4.31088,2.1089,0.00112625,0.00112625,0.00112625
8,1016.19,1.50546,29.951,1.8626,0.20071,0.12055,0.14469,0.1115,2.33199,4.30539,2.06705,0.00110563,0.00110563,0.00110563
9,1126.27,1.53781,27.1171,1.89662,0.21806,0.17525,0.17288,0.13413,2.26105,4.16995,2.05224,0.001085,0.001085,0.001085
10,1236.63,1.46224,24.2918,1.77851,0.21856,0.18703,0.1725,0.13781,2.31005,4.11885,2.09551,0.00106437,0.00106437,0.00106437
11,1347.11,1.45418,20.2243,1.80193,0.21478,0.21656,0.17394,0.13394,2.29251,5.33565,2.11489,0.00104375,0.00104375,0.00104375
12,1457.64,1.47475,17.8014,1.85667,0.21343,0.22629,0.18811,0.14054,2.26189,3.84269,2.07057,0.00102312,0.00102312,0.00102312
13,1568.45,1.42132,17.7171,1.79389,0.23167,0.20728,0.19202,0.14669,2.22524,4.07028,2.09259,0.0010025,0.0010025,0.0010025
14,1678.44,1.43333,15.3651,1.76784,0.29559,0.29621,0.25594,0.18794,2.26057,3.99291,2.07388,0.000981875,0.000981875,0.000981875
15,1789.56,1.4156,13.5419,1.77002,0.37769,0.26773,0.28466,0.20813,2.33244,3.80487,2.09994,0.00096125,0.00096125,0.00096125
16,1901.15,1.40287,12.3298,1.8038,0.3014,0.24564,0.23401,0.18082,2.17816,3.86545,2.05723,0.000940625,0.000940625,0.000940625
17,2012.74,1.38716,11.5851,1.74418,0.22506,0.21361,0.18372,0.1472,2.12475,4.28175,2.02333,0.00092,0.00092,0.00092
18,2130.02,1.36602,10.3576,1.7788,0.30994,0.31377,0.26498,0.1973,2.09472,4.14585,2.04054,0.000899375,0.000899375,0.000899375
19,2241.14,1.30247,9.18706,1.73801,0.28855,0.32552,0.25902,0.20147,2.06447,3.55812,2.02969,0.00087875,0.00087875,0.00087875
20,2351.33,1.31863,8.447,1.75339,0.29823,0.27778,0.23983,0.18561,2.16146,4.26203,2.04114,0.000858125,0.000858125,0.000858125
21,2461.96,1.25929,7.74614,1.7373,0.34534,0.28353,0.2656,0.20654,2.08294,4.54861,2.02892,0.0008375,0.0008375,0.0008375
22,2573.3,1.24287,6.90869,1.71571,0.32031,0.2933,0.25415,0.20353,2.08134,4.02582,2.022,0.000816875,0.000816875,0.000816875
23,2683.85,1.26722,6.76932,1.71822,0.34777,0.34153,0.29967,0.23373,2.14935,3.88342,2.0471,0.00079625,0.00079625,0.00079625
24,2794.31,1.26717,6.14221,1.72389,0.35067,0.27974,0.2696,0.21816,2.14818,3.91877,2.06233,0.000775625,0.000775625,0.000775625
25,2905.2,1.23027,5.77777,1.74435,0.34743,0.35203,0.30068,0.23755,2.13912,3.63279,2.04346,0.000755,0.000755,0.000755
26,3016.37,1.25598,5.52454,1.7311,0.35116,0.36295,0.30264,0.23711,2.12357,3.49225,2.03323,0.000734375,0.000734375,0.000734375
27,3126.69,1.21958,5.1171,1.69924,0.41115,0.31522,0.32177,0.26271,2.05435,3.79437,2.0139,0.00071375,0.00071375,0.00071375
28,3238.04,1.16604,4.81514,1.69879,0.28819,0.40713,0.28303,0.22105,2.08774,4.13577,2.03415,0.000693125,0.000693125,0.000693125
29,3348.65,1.17726,4.74652,1.6915,0.36675,0.33164,0.29831,0.23811,2.1006,3.94579,2.00237,0.0006725,0.0006725,0.0006725
30,3459.31,1.12494,4.5905,1.67012,0.32129,0.36287,0.29,0.23424,2.07841,3.98427,2.01606,0.000651875,0.000651875,0.000651875
31,3569.34,1.07765,4.27845,1.69694,0.35166,0.32671,0.29212,0.23156,2.08685,3.73543,2.02192,0.00063125,0.00063125,0.00063125
32,3680.9,1.10481,4.04701,1.64198,0.32146,0.37915,0.28946,0.2263,2.10205,4.12053,2.02845,0.000610625,0.000610625,0.000610625
33,3792.18,1.09093,3.88983,1.64535,0.32062,0.39878,0.29504,0.23103,2.07681,3.73447,2.0351,0.00059,0.00059,0.00059
34,3903.77,1.11858,3.76376,1.68176,0.37309,0.25997,0.2722,0.22805,2.04936,3.73788,1.99679,0.000569375,0.000569375,0.000569375
35,4015.79,1.14583,3.59214,1.67787,0.35064,0.33487,0.28718,0.23331,2.14251,4.18791,2.0063,0.00054875,0.00054875,0.00054875
36,4127.29,1.06335,3.43316,1.63388,0.31578,0.3849,0.29038,0.23584,2.01152,3.90346,1.98531,0.000528125,0.000528125,0.000528125
37,4239.24,1.10599,3.36806,1.67367,0.35975,0.36839,0.29623,0.23468,2.06017,3.90311,2.00205,0.0005075,0.0005075,0.0005075
38,4351.27,1.05924,3.28452,1.64154,0.39063,0.35794,0.30915,0.23848,2.16959,3.67975,2.0202,0.000486875,0.000486875,0.000486875
39,4463.03,1.10474,3.23388,1.67953,0.35275,0.36591,0.3004,0.23954,2.02985,3.45778,2.00556,0.00046625,0.00046625,0.00046625
40,4574.62,1.03755,3.15483,1.65903,0.31366,0.42342,0.2962,0.2365,2.00217,3.84355,1.98647,0.000445625,0.000445625,0.000445625
41,4685.68,1.04997,3.06919,1.62956,0.33064,0.37003,0.28535,0.23196,2.02769,4.00471,1.99448,0.000425,0.000425,0.000425
42,4796.92,1.04569,3.02382,1.62961,0.324,0.37805,0.29154,0.23663,2.06102,3.65182,2.01865,0.000404375,0.000404375,0.000404375
43,4907.04,0.99213,2.85609,1.61289,0.33102,0.35877,0.29045,0.23807,2.02862,3.97562,1.98438,0.00038375,0.00038375,0.00038375
44,5017.6,0.9554,2.78911,1.57965,0.33941,0.37329,0.3106,0.25193,2.0973,3.9577,2.00344,0.000363125,0.000363125,0.000363125
45,5128.33,0.96718,2.72708,1.61436,0.34853,0.3696,0.30414,0.2437,2.02356,3.65916,1.98605,0.0003425,0.0003425,0.0003425
46,5239.12,0.98717,2.58406,1.64646,0.34686,0.38347,0.29813,0.23667,2.0248,3.82466,1.98984,0.000321875,0.000321875,0.000321875
47,5349.49,0.93118,2.54712,1.60827,0.31766,0.3849,0.29051,0.23132,1.99779,3.99529,1.9929,0.00030125,0.00030125,0.00030125
48,5459.9,0.91792,2.56407,1.60406,0.32792,0.38737,0.29538,0.23735,2.05679,3.95067,1.98417,0.000280625,0.000280625,0.000280625
49,5570.73,0.93399,2.52208,1.61332,0.31884,0.40649,0.29632,0.24038,2.02015,3.76674,1.98347,0.00026,0.00026,0.00026
50,5680.89,0.9117,2.49821,1.60552,0.32751,0.36934,0.28771,0.2331,2.02821,3.80255,1.99242,0.000239375,0.000239375,0.000239375
51,5775.99,0.84874,2.75467,1.56287,0.32251,0.39666,0.29471,0.2388,2.00493,4.01669,1.98791,0.00021875,0.00021875,0.00021875
52,5868.48,0.81106,2.71614,1.55502,0.34197,0.38732,0.30408,0.24285,2.00556,3.81637,1.99145,0.000198125,0.000198125,0.000198125
53,5960.38,0.76836,2.66141,1.55065,0.31968,0.39788,0.29752,0.23942,2.02835,3.96411,1.99982,0.0001775,0.0001775,0.0001775
