                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.82502,                 2.2977,                0.26195,                0.89574,                0.85509,                0.87589,                0.67755,                0.35911,                0.50858,                0.07353,             0.00066545,             0.00066545,             0.00066545
                      2,                0.34779,                0.54814,                0.05569,                0.90711,                0.64791,                0.74301,                0.57904,                0.57402,                0.56101,                 0.2022,              0.0013101,              0.0013101,              0.0013101
                      3,                0.33805,                0.53483,                0.04519,                0.85748,                0.74882,                0.81129,                0.56548,                0.42393,                0.59666,                0.09446,              0.0019328,              0.0019328,              0.0019328
                      4,                0.48899,                 1.1597,                0.08815,                0.70657,                0.48503,                 0.5612,                0.37921,                0.53515,                 1.1177,                0.11164,               0.001901,               0.001901,               0.001901
                      5,                0.42965,                0.81426,                0.05475,                0.88483,                0.68483,                0.71884,                0.49158,                0.42728,                0.69642,                0.05227,               0.001901,               0.001901,               0.001901
                      6,                0.42675,                0.52513,                0.06539,                0.94053,                0.63714,                0.69339,                 0.4768,                0.48686,                0.74853,                0.08246,               0.001868,               0.001868,               0.001868
                      7,                0.42765,                0.50807,                0.05601,                0.91284,                0.74457,                0.80619,                 0.5938,                0.37361,                0.59368,                0.06449,               0.001835,               0.001835,               0.001835
                      8,                0.38758,                 0.5318,                0.05175,                0.90995,                0.62259,                0.69917,                0.49325,                0.51198,                0.57238,                0.08529,               0.001802,               0.001802,               0.001802
                      9,                0.45368,                0.56486,                0.06366,                0.85995,                0.72755,                0.77009,                0.51688,                0.54077,                0.56233,                 0.0976,               0.001769,               0.001769,               0.001769
                     10,                0.39184,                0.50498,                0.05692,                 0.7987,                0.76066,                0.80673,                0.56567,                0.45147,                0.60502,                0.07061,               0.001736,               0.001736,               0.001736
                     11,                0.37957,                0.52819,                0.05044,                0.86555,                0.71698,                0.82606,                0.62642,                 0.3612,                0.72762,                0.05979,               0.001703,               0.001703,               0.001703
                     12,                 0.3249,                0.46624,                0.04383,                0.90125,                0.67299,                0.79304,                0.61926,                0.36525,                0.58986,                0.06989,                0.00167,                0.00167,                0.00167
                     13,                 0.3177,                0.51449,                0.04441,                0.81072,                0.77014,                0.83331,                0.58703,                0.38268,                0.68694,                0.05101,               0.001637,               0.001637,               0.001637
                     14,                0.37784,                0.58737,                0.05012,                0.80419,                0.77856,                0.84388,                0.58752,                0.38441,                0.64381,                0.05491,               0.001604,               0.001604,               0.001604
                     15,                0.46755,                0.57338,                0.06179,                0.82542,                0.72749,                0.78498,                0.51705,                0.43485,                0.64188,                0.06501,               0.001571,               0.001571,               0.001571
                     16,                0.39492,                0.47799,                0.06851,                0.90101,                0.75493,                0.81878,                0.57079,                0.43523,                0.56783,                 0.0647,               0.001538,               0.001538,               0.001538
                     17,                0.32689,                0.45185,                0.04308,                0.84133,                0.72512,                0.76968,                0.57761,                0.39971,                0.63812,                0.06468,               0.001505,               0.001505,               0.001505
                     18,                 0.3365,                0.47693,                0.04419,                0.85337,                0.71801,                0.81362,                0.59349,                0.42447,                 0.5567,                 0.0834,               0.001472,               0.001472,               0.001472
                     19,                0.33173,                0.44359,                 0.0383,                 0.8002,                0.74978,                0.80407,                0.60591,                0.43705,                0.63158,                0.08245,               0.001439,               0.001439,               0.001439
                     20,                0.31907,                0.45995,                0.04201,                0.90177,                0.80569,                0.89361,                0.67649,                 0.3256,                0.50902,                0.05604,               0.001406,               0.001406,               0.001406
                     21,                  0.278,                  0.399,                0.03124,                0.94124,                0.82701,                0.89034,                0.70159,                 0.3297,                0.48751,                0.07615,               0.001373,               0.001373,               0.001373
                     22,                0.29017,                0.41375,                0.03656,                0.88246,                0.80332,                0.87166,                0.66924,                0.30814,                0.55119,                0.04914,                0.00134,                0.00134,                0.00134
                     23,                0.30211,                0.38795,                0.03659,                0.94333,                0.81754,                0.89328,                0.69208,                0.29509,                0.46928,                0.04495,               0.001307,               0.001307,               0.001307
                     24,                0.29546,                 0.3982,                0.03213,                0.91517,                0.80332,                0.89082,                0.69233,                0.31788,                0.49817,                0.04357,               0.001274,               0.001274,               0.001274
                     25,                0.27215,                0.38749,                0.03131,                0.89192,                0.70853,                0.78984,                 0.6045,                0.50927,                0.50017,                0.11163,               0.001241,               0.001241,               0.001241
                     26,                0.28559,                0.37656,                0.04007,                0.87972,                0.77014,                0.84684,                0.66776,                0.37916,                 0.4751,                0.09438,               0.001208,               0.001208,               0.001208
                     27,                0.31423,                0.37786,                0.05408,                0.87689,                0.80806,                0.88116,                0.67798,                0.37488,                0.49976,                0.06728,               0.001175,               0.001175,               0.001175
                     28,                0.28906,                0.42108,                0.03359,                0.91948,                0.82227,                0.90621,                0.67992,                0.32233,                0.48895,                0.05221,               0.001142,               0.001142,               0.001142
                     29,                  0.288,                0.44065,                0.04037,                0.81033,                0.78966,                0.86279,                0.65896,                0.31428,                0.54703,                0.04649,               0.001109,               0.001109,               0.001109
                     30,                0.28375,                0.39035,                0.03797,                0.89277,                0.84833,                0.89848,                0.69985,                0.33842,                0.45725,                0.05453,               0.001076,               0.001076,               0.001076
                     31,                 0.2693,                0.36568,                0.03567,                0.92537,                0.84597,                 0.8921,                0.69569,                0.37649,                0.42134,                0.06745,               0.001043,               0.001043,               0.001043
                     32,                0.30762,                0.34737,                0.05794,                0.92916,                0.83913,                0.90329,                0.70032,                0.32848,                0.46686,                0.04532,                0.00101,                0.00101,                0.00101
                     33,                0.29679,                0.36993,                0.04583,                 0.8961,                0.82938,                0.88444,                0.67792,                 0.3107,                0.53363,                0.04436,               0.000977,               0.000977,               0.000977
                     34,                0.28936,                0.37632,                0.04439,                0.90945,                0.80917,                 0.8773,                0.68526,                0.31196,                0.51501,                0.05319,               0.000944,               0.000944,               0.000944
                     35,                0.28131,                0.34524,                0.04675,                0.89368,                0.75829,                0.83648,                 0.6494,                0.41333,                0.51489,                0.08113,               0.000911,               0.000911,               0.000911
                     36,                0.25821,                0.37087,                0.03177,                0.96198,                0.71801,                0.81417,                0.63407,                0.38536,                0.51642,                0.08018,               0.000878,               0.000878,               0.000878
                     37,                0.28091,                0.39398,                0.03669,                0.84277,                0.76303,                0.82875,                0.64602,                0.35677,                0.54702,                0.07225,               0.000845,               0.000845,               0.000845
                     38,                0.27841,                0.37254,                0.03788,                0.92172,                 0.7654,                0.87202,                0.68175,                0.31498,                0.51514,                0.05022,               0.000812,               0.000812,               0.000812
                     39,                0.24925,                0.35488,                0.02851,                0.88191,                0.75118,                0.81913,                0.64539,                0.35999,                0.53682,                0.07162,               0.000779,               0.000779,               0.000779
                     40,                0.26264,                0.33188,                0.03775,                0.88732,                0.69043,                0.74691,                0.57254,                0.50272,                0.60761,                0.12728,               0.000746,               0.000746,               0.000746
                     41,                0.26134,                0.35687,                0.03552,                 0.9243,                0.81012,                 0.8892,                0.70321,                0.29413,                0.48395,                0.04803,               0.000713,               0.000713,               0.000713
                     42,                0.24297,                0.34872,                0.03206,                0.93123,                0.74882,                0.84025,                0.66922,                0.39227,                0.50953,                0.08287,                0.00068,                0.00068,                0.00068
                     43,                0.21484,                0.34112,                0.02595,                0.91472,                0.81335,                0.87465,                0.70261,                0.30985,                 0.4639,                0.05297,               0.000647,               0.000647,               0.000647
                     44,                0.22834,                0.32393,                0.02776,                0.93435,                0.85782,                0.90466,                0.72443,                0.29325,                0.44506,                0.04699,               0.000614,               0.000614,               0.000614
                     45,                0.24918,                0.32449,                0.03659,                0.94354,                 0.8673,                0.91883,                0.74278,                0.28791,                0.42725,                0.04578,               0.000581,               0.000581,               0.000581
                     46,                0.22724,                0.32487,                0.02602,                0.95069,                0.84834,                0.92291,                0.74208,                0.29714,                 0.4202,                0.05146,               0.000548,               0.000548,               0.000548
                     47,                0.22022,                0.31221,                0.02516,                0.92503,                0.87204,                0.92997,                0.75016,                0.27014,                0.44313,                0.03921,               0.000515,               0.000515,               0.000515
                     48,                0.21968,                0.31802,                0.02769,                0.93822,                0.86366,                0.92889,                0.74748,                0.27012,                0.43438,                0.03991,               0.000482,               0.000482,               0.000482
